player_id,game_id,takeaways,giveaways
8471215,2019020007,1.0,2.0
8471675,2019020007,0.0,2.0
8471677,2019020007,0.0,1.0
8471724,2019020007,1.0,4.0
8474602,2019020007,0.0,1.0
8475208,2019020007,0.0,2.0
8475760,2019020007,0.0,1.0
8475784,2019020007,1.0,0.0
8475790,2019020007,0.0,1.0
8476525,2019020007,0.0,1.0
8476851,2019020007,1.0,0.0
8476918,2019020007,1.0,1.0
8476931,2019020007,1.0,1.0
8477404,2019020007,1.0,0.0
8477839,2019020007,0.0,1.0
8477955,2019020007,0.0,1.0
8478866,2019020007,2.0,0.0
8479293,2019020007,1.0,2.0
8479999,2019020007,0.0,1.0
8480035,2019020007,0.0,1.0
8480839,2019020007,1.0,0.0
8471735,2019020021,0.0,2.0
8471873,2019020021,1.0,0.0
8473986,2019020021,1.0,2.0
8474031,2019020021,1.0,1.0
8474098,2019020021,1.0,1.0
8474149,2019020021,1.0,0.0
8474564,2019020021,1.0,0.0
8474870,2019020021,0.0,1.0
8474884,2019020021,1.0,0.0
8475167,2019020021,0.0,1.0
8475792,2019020021,1.0,1.0
8476456,2019020021,1.0,0.0
8476826,2019020021,1.0,0.0
8476875,2019020021,0.0,1.0
8476966,2019020021,1.0,0.0
8477384,2019020021,0.0,1.0
8477932,2019020021,0.0,1.0
8478472,2019020021,1.0,0.0
8478519,2019020021,2.0,0.0
8479404,2019020021,2.0,1.0
8479410,2019020021,1.0,1.0
8471214,2019020023,1.0,0.0
8473533,2019020023,0.0,1.0
8473563,2019020023,0.0,1.0
8474176,2019020023,0.0,2.0
8474189,2019020023,1.0,1.0
8474581,2019020023,1.0,0.0
8474590,2019020023,0.0,1.0
8475200,2019020023,0.0,1.0
8475209,2019020023,1.0,1.0
8475287,2019020023,0.0,1.0
8475324,2019020023,0.0,1.0
8475343,2019020023,1.0,0.0
8475462,2019020023,1.0,0.0
8476441,2019020023,0.0,3.0
8476462,2019020023,0.0,1.0
8476882,2019020023,1.0,0.0
8476905,2019020023,1.0,0.0
8476958,2019020023,2.0,1.0
