player_id,game_id,fo,fo_wins
8476881,2019020754,16,6
8477500,2019020754,21,15
8477937,2019020754,1,0
8478414,2019020754,3,1
8478874,2019020754,8,3
8480012,2019020754,2,0
8480965,2019020754,7,4
8481516,2019020754,5,3
8471215,2019020786,15,7
8471675,2019020786,13,6
8471887,2019020786,2,2
8473512,2019020786,13,4
8475461,2019020786,4,2
8475752,2019020786,1,1
8475763,2019020786,13,9
8476461,2019020786,17,10
8476872,2019020786,2,1
8476927,2019020786,15,6
8477955,2019020786,1,0
8479382,2019020786,3,1
8480797,2019020786,1,1
8470604,2019020804,19,8
8470606,2019020804,1,0
8470612,2019020804,25,14
8471685,2019020804,27,12
8473453,2019020804,2,1
8474641,2019020804,12,7
8474683,2019020804,16,9
8476483,2019020804,1,1
8477240,2019020804,2,1
8477960,2019020804,1,0
8478020,2019020804,7,3
8478455,2019020804,1,0
8479351,2019020804,10,6
8479368,2019020804,1,1
8479644,2019020804,2,0
8480113,2019020804,1,0
8481481,2019020804,6,4
8469455,2019020839,11,6
8470612,2019020839,17,5
8474641,2019020839,17,10
8474683,2019020839,16,7
8475164,2019020839,1,0
8475166,2019020839,21,13
8475786,2019020839,6,1
8477240,2019020839,2,1
8477512,2019020839,3,1
8478115,2019020839,1,0
8478131,2019020839,1,0
8479318,2019020839,22,13
8479351,2019020839,9,6
8479368,2019020839,1,1
8471698,2019020862,8,5
8473463,2019020862,1,1
8473544,2019020862,6,3
8473563,2019020862,15,9
8474189,2019020862,19,10
8474573,2019020862,4,3
8475231,2019020862,20,10
8475314,2019020862,3,2
8475343,2019020862,8,5
8475744,2019020862,8,3
8475754,2019020862,16,3
8476880,2019020862,2,0
8478445,2019020862,10,6
8471218,2019020872,12,7
8475184,2019020872,1,0
8475735,2019020872,1,0
8476400,2019020872,1,1
8476406,2019020872,4,2
8476458,2019020872,11,4
8476459,2019020872,20,10
8476460,2019020872,20,12
8477429,2019020872,11,7
8478424,2019020872,1,0
