player_id,game_id,fo,fo_wins
8476454,2019020154,12,5
8476880,2019020154,1,0
8476905,2019020154,1,0
8476915,2019020154,1,1
8477903,2019020154,1,0
8477934,2019020154,15,6
8478402,2019020154,25,16
8473533,2019020161,13,3
8473604,2019020161,20,13
8474250,2019020161,1,0
8475287,2019020161,11,5
8476288,2019020161,1,0
8476381,2019020161,3,0
8476934,2019020161,2,1
8477846,2019020161,5,2
8477998,2019020161,1,0
8478027,2019020161,7,3
8478427,2019020161,15,8
8478440,2019020161,3,2
8479337,2019020161,1,1
8479423,2019020161,1,0
8480144,2019020161,11,8
8481523,2019020161,5,4
8470638,2019020162,20,10
8475098,2019020162,13,9
8475158,2019020162,20,14
8475170,2019020162,10,3
8475745,2019020162,9,0
8475768,2019020162,1,0
8475780,2019020162,2,1
8476374,2019020162,11,4
8476897,2019020162,1,1
8477964,2019020162,7,4
8480944,2019020162,10,6
8466138,2019020179,16,7
8470638,2019020179,18,9
8471276,2019020179,10,5
8473419,2019020179,2,0
8474053,2019020179,8,5
8475169,2019020179,1,1
8475745,2019020179,13,8
8475780,2019020179,2,1
8476374,2019020179,7,3
8476624,2019020179,8,3
8476881,2019020179,14,9
