player_id,game_id,name,team,pos,hits,blocks
8474581,2019020161,J. Gardiner,CAR,D,0.0,1.0
8475177,2019020161,C. de Haan,CHI,D,1.0,3.0
8476207,2019020161,B. Gibbons,CAR,LW,1.0,2.0
8476288,2019020161,R. Dzingel,CAR,LW,1.0,1.0
8476381,2019020161,A. Shaw,CHI,RW,4.0,0.0
8476438,2019020161,B. Saad,CHI,LW,0.0,1.0
8476441,2019020161,J. Edmundson,CAR,D,1.0,2.0
8476462,2019020161,D. Hamilton,CAR,D,2.0,3.0
8476874,2019020161,O. Maatta,CHI,D,2.0,2.0
8476882,2019020161,T. Teravainen,CAR,LW,0.0,1.0
8476886,2019020161,S. Koekkoek,CHI,D,2.0,0.0
8476934,2019020161,B. McGinn,CAR,LW,2.0,0.0
8476958,2019020161,J. Slavin,CAR,D,2.0,3.0
8476979,2019020161,E. Gustafsson,CHI,D,1.0,0.0
8477330,2019020161,D. Kubalik,CHI,LW,1.0,0.0
8477488,2019020161,B. Pesce,CAR,D,0.0,2.0
8477845,2019020161,T. van Riemsdyk,CAR,D,0.0,1.0
8477846,2019020161,R. Carpenter,CHI,C,5.0,0.0
8477998,2019020161,W. Foegele,CAR,LW,1.0,0.0
8478027,2019020161,L. Wallmark,CAR,C,0.0,2.0
8478427,2019020161,S. Aho,CAR,RW,1.0,1.0
8478440,2019020161,D. Strome,CHI,C,1.0,0.0
8479337,2019020161,A. DeBrincat,CHI,RW,1.0,1.0
8479423,2019020161,A. Nylander,CHI,RW,0.0,1.0
8480830,2019020161,A. Svechnikov,CAR,RW,2.0,0.0
8465009,2019020162,Z. Chara,BOS,D,3.0,3.0
8470151,2019020162,J. Bouwmeester,STL,D,0.0,3.0
8470257,2019020162,A. Steen,STL,LW,1.0,0.0
8470638,2019020162,P. Bergeron,BOS,C,1.0,1.0
8473419,2019020162,B. Marchand,BOS,LW,1.0,0.0
8474102,2019020162,D. Perron,STL,LW,4.0,0.0
8474145,2019020162,R. Bortuzzo,STL,D,4.0,0.0
8474565,2019020162,A. Pietrangelo,STL,D,1.0,1.0
8475158,2019020162,R. O'Reilly,STL,C,3.0,1.0
8475745,2019020162,C. Coyle,BOS,C,4.0,0.0
8475780,2019020162,C. Wagner,BOS,RW,2.0,1.0
8475807,2019020162,J. Nordstrom,BOS,LW,3.0,0.0
8476374,2019020162,S. Kuraly,BOS,C,1.0,0.0
8476792,2019020162,T. Krug,BOS,D,1.0,0.0
8476891,2019020162,M. Grzelcyk,BOS,D,0.0,1.0
8476892,2019020162,C. Parayko,STL,D,1.0,2.0
8476897,2019020162,O. Sundqvist,STL,C,4.0,0.0
8476907,2019020162,M. MacEachern,STL,LW,3.0,0.0
8477365,2019020162,C. Clifton,BOS,D,1.0,1.0
8477482,2019020162,Z. Sanford,STL,LW,2.0,0.0
8477956,2019020162,D. Pastrnak,BOS,RW,1.0,0.0
8477964,2019020162,I. Barbashev,STL,C,4.0,0.0
8478407,2019020162,V. Dunn,STL,D,0.0,1.0
