name,shots,goals,assists,hits,time_ice,pen_min,team_id,player_id,game_id,date,pp_goals,pp_assists,fo_wins,fo,takeaways,giveaways,goals_sh,assists_sh,blocks,plus_minus,time_ice_even,time_ice_sh,time_ice_pp,team,pos
M. Fehervary,1,0,0,1.0,855,2,15,8480796,2019020862,20200210,0,0,0,0,0.0,0.0,0,0,0.0,-3,804,44,7,WSH,D
N. Dobson,0,0,0,1.0,619,0,2,8480865,2019020862,20200210,0,0,0,0,2.0,0.0,0,0,1.0,0,576,0,43,NYI,D
B. Wheeler,4,0,0,3.0,1249,0,52,8471218,2019020872,20200211,0,0,7,12,1.0,0.0,0,0,1.0,0,838,0,411,WPG,RW
M. Staal,0,0,0,2.0,1267,0,3,8471686,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,1.0,0,943,324,0,NYR,D
D. Kulikov,2,0,0,1.0,1189,0,52,8475179,2019020872,20200211,0,0,0,0,2.0,0.0,0,0,0.0,-2,1176,0,13,WPG,D
C. Kreider,5,2,0,0.0,888,0,3,8475184,2019020872,20200211,1,0,0,1,0.0,0.0,0,0,0.0,2,872,0,16,NYR,LW
G. Bourque,1,0,0,0.0,327,2,52,8475268,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,0,327,0,0,WPG,LW
G. McKegg,0,0,0,1.0,560,0,3,8475735,2019020872,20200211,0,0,0,1,1.0,0.0,0,0,2.0,0,504,56,0,NYR,C
J. Fast,0,0,1,2.0,1092,0,3,8475855,2019020872,20200211,0,0,0,0,0.0,1.0,0,0,1.0,0,944,148,0,NYR,RW
A. Bitetto,1,0,0,4.0,784,0,52,8475868,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,1.0,0,768,16,0,WPG,D
L. Shaw,0,0,0,0.0,364,0,52,8476400,2019020872,20200211,0,0,1,1,0.0,1.0,0,0,0.0,0,364,0,0,WPG,RW
N. Shore,0,0,0,1.0,369,0,52,8476406,2019020872,20200211,0,0,2,4,0.0,0.0,0,0,0.0,0,353,16,0,WPG,C
R. Strome,6,1,1,0.0,1145,0,3,8476458,2019020872,20200211,0,1,4,11,0.0,0.0,0,0,1.0,1,962,167,16,NYR,C
M. Zibanejad,2,1,1,0.0,1160,0,3,8476459,2019020872,20200211,0,1,10,20,2.0,2.0,0,0,0.0,2,893,251,16,NYR,C
M. Scheifele,2,0,0,0.0,1561,0,52,8476460,2019020872,20200211,0,0,12,20,0.0,0.0,0,0,1.0,-3,1150,0,411,WPG,C
N. Beaulieu,2,0,0,1.0,741,0,52,8476470,2019020872,20200211,0,0,0,0,0.0,2.0,0,0,1.0,0,725,16,0,WPG,D
P. Di Giuseppe,1,0,0,0.0,639,0,3,8476858,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,2.0,0,639,0,0,NYR,LW
B. Skjei,0,0,0,0.0,1166,0,3,8476869,2019020872,20200211,0,0,0,0,1.0,1.0,0,0,1.0,1,1013,153,0,NYR,D
J. Trouba,4,0,0,3.0,1344,2,3,8476885,2019020872,20200211,0,0,0,0,0.0,3.0,0,0,3.0,1,1237,107,0,NYR,D
P. Buchnevich,4,0,2,0.0,869,0,3,8477402,2019020872,20200211,0,0,0,0,1.0,0.0,0,0,0.0,2,869,0,0,NYR,RW
A. Copp,2,0,0,1.0,922,0,52,8477429,2019020872,20200211,0,0,7,11,2.0,1.0,0,0,0.0,1,852,16,54,WPG,C
J. Morrissey,0,0,1,0.0,1272,0,52,8477504,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,0,1211,0,61,WPG,D
N. Ehlers,6,1,0,0.0,1173,0,52,8477940,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,1,1014,0,159,WPG,LW
T. DeAngelo,0,0,0,2.0,978,2,3,8477950,2019020872,20200211,0,0,0,0,1.0,2.0,0,0,0.0,1,962,0,16,NYR,D
B. Lemieux,1,0,0,4.0,558,0,3,8477962,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,1.0,0,531,27,0,NYR,LW
K. Connor,4,0,0,1.0,1564,0,52,8478398,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,2.0,-3,1153,0,411,WPG,LW
J. Harkins,0,0,0,1.0,669,0,52,8478424,2019020872,20200211,0,0,0,1,0.0,0.0,0,0,1.0,0,669,0,0,WPG,C
J. Roslovic,4,0,0,0.0,854,0,52,8478458,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,1,800,0,54,WPG,C
A. Panarin,4,0,1,0.0,1115,2,3,8478550,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,1,1099,0,16,NYR,LW
M. Appleton,2,0,0,0.0,761,0,52,8478891,2019020872,20200211,0,0,0,0,1.0,0.0,0,0,0.0,0,761,0,0,WPG,C
S. Niku,4,0,1,2.0,1100,0,52,8478915,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,-1,1046,0,54,WPG,D
A. Fox,1,0,0,0.0,1197,0,3,8479323,2019020872,20200211,0,0,0,0,2.0,2.0,0,0,3.0,1,1139,58,0,NYR,D
R. Lindgren,2,0,0,0.0,1267,2,3,8479324,2019020872,20200211,0,0,0,0,1.0,0.0,0,0,3.0,0,979,288,0,NYR,D
P. Laine,7,0,0,1.0,1535,2,52,8479339,2019020872,20200211,0,0,0,0,0.0,2.0,0,0,0.0,-3,1124,0,411,WPG,RW
B. Howden,0,0,0,1.0,709,0,3,8479353,2019020872,20200211,0,0,4,6,0.0,0.0,0,0,1.0,-1,428,281,0,NYR,C
F. Chytil,0,0,0,0.0,780,0,3,8480078,2019020872,20200211,0,0,2,10,1.0,0.0,0,0,0.0,0,780,0,0,NYR,C
N. Pionk,3,0,0,0.0,1611,0,52,8480145,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,5.0,-1,1220,0,391,WPG,D
K. Kakko,2,0,0,0.0,681,2,3,8481554,2019020872,20200211,0,0,0,0,0.0,0.0,0,0,0.0,-1,681,0,0,NYR,RW
B. Richardson,0,0,0,3.0,1034,2,53,8470755,2019020904,20200215,0,0,12,17,0.0,0.0,0,0,1.0,1,865,169,0,ARI,C
A. Ovechkin,8,0,0,1.0,1432,0,15,8471214,2019020904,20200215,0,0,0,0,0.0,1.0,0,0,0.0,-1,1087,0,345,WSH,LW
C. Soderberg,4,0,0,2.0,1113,0,53,8471262,2019020904,20200215,0,0,0,2,1.0,0.0,0,0,0.0,0,855,44,214,ARI,C
A. Goligoski,0,0,1,1.0,1230,0,53,8471274,2019020904,20200215,0,0,0,0,1.0,0.0,0,0,3.0,1,855,207,168,ARI,D
T. Oshie,3,0,0,2.0,985,0,15,8471698,2019020904,20200215,0,0,2,5,0.0,2.0,0,0,1.0,-2,771,0,214,WSH,RW
N. Hjalmarsson,1,0,0,0.0,1412,0,53,8471769,2019020904,20200215,0,0,0,0,0.0,2.0,0,0,4.0,0,1121,291,0,ARI,D
P. Kessel,3,1,0,0.0,664,0,53,8473548,2019020904,20200215,1,0,0,0,0.0,2.0,0,0,2.0,0,503,0,161,ARI,RW
N. Backstrom,3,0,0,0.0,1263,0,15,8473563,2019020904,20200215,0,0,9,21,0.0,0.0,0,0,1.0,-1,986,0,277,WSH,C
C. Hagelin,1,1,0,0.0,786,0,15,8474176,2019020904,20200215,0,0,0,0,0.0,1.0,0,0,1.0,1,631,155,0,WSH,LW
L. Eller,2,0,0,1.0,990,2,15,8474189,2019020904,20200215,0,0,7,13,0.0,0.0,0,0,0.0,-1,778,124,88,WSH,C
J. Carlson,3,0,0,2.0,1545,0,15,8474590,2019020904,20200215,0,0,0,0,0.0,3.0,0,0,2.0,-1,1255,0,290,WSH,D
D. Stepan,6,0,1,1.0,1040,0,53,8474613,2019020904,20200215,0,0,13,26,2.0,0.0,0,0,2.0,0,772,268,0,ARI,C
O. Ekman-Larsson,0,0,0,1.0,1447,2,53,8475171,2019020904,20200215,0,0,0,0,1.0,0.0,0,0,0.0,0,1193,150,104,ARI,D
D. Orlov,1,0,0,3.0,1362,0,15,8475200,2019020904,20200215,0,0,0,0,0.0,0.0,0,0,0.0,1,1253,39,70,WSH,D
R. Panik,1,0,1,0.0,688,0,15,8475209,2019020904,20200215,0,0,2,2,1.0,2.0,0,0,0.0,1,629,59,0,WSH,RW
N. Jensen,1,0,0,1.0,1075,0,15,8475324,2019020904,20200215,0,0,0,0,0.0,0.0,0,0,2.0,1,936,136,3,WSH,D
N. Dowd,3,0,0,3.0,549,0,15,8475343,2019020904,20200215,0,0,6,11,0.0,1.0,0,0,0.0,0,406,140,3,WSH,C
R. Gudas,1,0,0,1.0,918,0,15,8475462,2019020904,20200215,0,0,0,0,0.0,0.0,0,0,2.0,-1,685,221,12,WSH,D
T. Hall,1,0,0,2.0,1007,0,53,8475791,2019020904,20200215,0,0,0,0,0.0,2.0,0,0,2.0,1,791,55,161,ARI,LW
T. Boyd,1,0,1,2.0,853,0,15,8476329,2019020904,20200215,0,0,7,13,0.0,0.0,0,0,0.0,1,773,0,80,WSH,C
T. Wilson,3,0,0,7.0,1352,2,15,8476880,2019020904,20200215,0,0,0,1,0.0,0.0,0,0,1.0,-1,1122,87,143,WSH,RW
B. Leipsic,0,0,0,1.0,415,0,15,8476894,2019020904,20200215,0,0,0,1,0.0,0.0,0,0,1.0,0,412,0,3,WSH,LW
V. Hinostroza,2,0,0,1.0,739,2,53,8476994,2019020904,20200215,0,0,0,0,1.0,0.0,0,0,0.0,0,719,20,0,ARI,LW
J. Oesterle,0,0,0,0.0,940,0,53,8477851,2019020904,20200215,0,0,0,0,0.0,1.0,0,0,4.0,0,852,3,85,ARI,D
G. Hathaway,1,0,0,2.0,629,0,15,8477903,2019020904,20200215,0,0,0,1,1.0,0.0,0,0,1.0,0,477,149,3,WSH,RW
J. Vrana,1,0,0,0.0,1089,0,15,8477944,2019020904,20200215,0,0,0,0,1.0,0.0,0,0,0.0,-2,820,0,269,WSH,LW
N. Schmaltz,0,0,0,0.0,743,0,53,8477951,2019020904,20200215,0,0,3,10,1.0,2.0,0,0,1.0,0,547,0,196,ARI,C
C. Dvorak,3,1,0,0.0,945,0,53,8477989,2019020904,20200215,0,0,7,13,0.0,0.0,0,0,0.0,0,790,12,143,ARI,C
J. Siegenthaler,0,0,0,4.0,683,0,15,8478399,2019020904,20200215,0,0,0,0,0.0,1.0,0,0,3.0,-1,458,225,0,WSH,D
C. Fischer,2,0,0,2.0,809,0,53,8478432,2019020904,20200215,0,0,0,0,0.0,0.0,0,0,0.0,0,809,0,0,ARI,RW
L. Crouse,4,1,0,3.0,892,0,53,8478474,2019020904,20200215,0,0,0,0,1.0,1.0,0,0,0.0,1,740,152,0,ARI,LW
C. Garland,2,0,1,0.0,841,0,53,8478856,2019020904,20200215,0,0,0,0,1.0,1.0,0,0,0.0,0,698,0,143,ARI,RW
C. Keller,2,0,1,0.0,780,0,53,8479343,2019020904,20200215,0,1,0,0,1.0,0.0,0,0,1.0,0,566,0,214,ARI,C
J. Chychrun,0,0,2,4.0,1135,0,53,8479345,2019020904,20200215,0,1,0,0,0.0,1.0,0,0,0.0,1,873,66,196,ARI,D
M. Kempny,4,0,0,0.0,1143,2,15,8479482,2019020904,20200215,0,0,0,0,0.0,0.0,0,0,0.0,0,1050,93,0,WSH,D
I. Lyubushkin,0,0,0,3.0,881,0,53,8480950,2019020904,20200215,0,0,0,0,0.0,0.0,0,0,0.0,0,878,3,0,ARI,D
J. Williams,2,0,0,1.0,901,0,12,8468508,2019020908,20200216,0,0,1,1,0.0,1.0,0,0,0.0,0,684,0,217,CAR,RW
J. Staal,1,0,0,3.0,1008,0,12,8473533,2019020908,20200216,0,0,11,16,0.0,0.0,0,0,0.0,0,813,181,14,CAR,C
J. Gardiner,1,0,0,0.0,1194,0,12,8474581,2019020908,20200216,0,0,0,0,1.0,0.0,0,0,1.0,0,1051,0,143,CAR,D
A. Chiasson,2,0,0,0.0,877,0,22,8475163,2019020908,20200216,0,0,0,0,1.0,0.0,0,0,0.0,0,605,0,272,EDM,RW
E. Haula,0,0,0,1.0,1125,4,12,8475287,2019020908,20200216,0,0,7,13,0.0,1.0,0,0,3.0,0,996,0,129,CAR,LW
R. Sheahan,2,0,0,0.0,1116,0,22,8475772,2019020908,20200216,0,0,8,19,2.0,1.0,0,0,0.0,1,840,276,0,EDM,C
N. Niederreiter,0,0,0,2.0,852,2,12,8475799,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,0,723,0,129,CAR,RW
R. Dzingel,2,0,0,0.0,613,0,12,8476288,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,0.0,0,484,0,129,CAR,LW
J. Archibald,3,2,0,3.0,1116,2,22,8476326,2019020908,20200216,0,0,0,0,1.0,1.0,0,0,2.0,2,840,276,0,EDM,RW
M. Granlund,0,0,0,0.0,682,0,22,8476440,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,0,682,0,0,EDM,C
J. Edmundson,0,0,0,2.0,1003,0,12,8476441,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,2.0,0,831,172,0,CAR,D
R. Nugent-Hopkins,2,0,0,0.0,1342,0,22,8476454,2019020908,20200216,0,0,0,0,1.0,0.0,0,0,0.0,-3,978,84,280,EDM,C
A. Larsson,2,0,0,2.0,1401,2,22,8476457,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,-2,1230,171,0,EDM,D
O. Klefbom,2,0,1,1.0,1857,0,22,8476472,2019020908,20200216,0,1,0,0,0.0,1.0,0,0,2.0,-2,1391,186,280,EDM,D
T. Teravainen,2,0,1,0.0,1218,0,12,8476882,2019020908,20200216,0,0,1,1,0.0,0.0,0,0,1.0,2,941,60,217,CAR,LW
J. Khaira,1,0,1,3.0,655,2,22,8476915,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,1,628,0,27,EDM,LW
B. McGinn,0,0,0,4.0,733,0,12,8476934,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,1.0,0,538,181,14,CAR,LW
J. Slavin,1,0,2,0.0,1536,0,12,8476958,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,0.0,1,1192,127,217,CAR,D
M. Benning,0,0,0,1.0,601,0,22,8476988,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,1.0,0,586,15,0,EDM,D
B. Pesce,1,0,0,0.0,1461,0,12,8477488,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,1.0,0,1220,172,69,CAR,D
D. Nurse,0,0,1,2.0,1419,0,22,8477498,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,2.0,2,1226,174,19,EDM,D
C. Cave,0,0,0,1.0,647,2,22,8477529,2019020908,20200216,0,0,2,5,0.0,0.0,0,0,0.0,0,647,0,0,EDM,C
T. van Riemsdyk,2,1,0,0.0,1080,0,12,8477845,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,0,953,127,0,CAR,D
L. Draisaitl,1,1,2,0.0,1464,0,22,8477934,2019020908,20200216,0,1,10,22,0.0,0.0,0,0,0.0,-1,1081,84,299,EDM,C
H. Fleury,3,0,0,1.0,846,0,12,8477938,2019020908,20200216,0,0,0,0,1.0,0.0,0,0,1.0,0,846,0,0,CAR,D
W. Foegele,3,0,0,0.0,953,0,12,8477998,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,1.0,-1,881,58,14,CAR,LW
L. Wallmark,0,0,0,0.0,419,0,12,8478027,2019020908,20200216,0,0,1,3,0.0,0.0,0,0,1.0,0,387,32,0,CAR,C
S. Aho,6,2,1,2.0,1286,0,12,8478427,2019020908,20200216,0,0,11,20,2.0,0.0,0,0,1.0,0,983,86,217,CAR,RW
E. Bear,3,0,0,2.0,1354,0,22,8478451,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,2.0,1,1161,174,19,EDM,D
C. Jones,0,0,0,1.0,549,0,22,8478452,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,0.0,0,549,0,0,EDM,D
T. Benson,1,0,1,0.0,767,0,22,8479347,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,1.0,2,740,0,27,EDM,LW
P. Russell,1,0,0,3.0,623,0,22,8479466,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,0,623,0,0,EDM,RW
K. Yamamoto,3,1,0,0.0,1320,0,22,8479977,2019020908,20200216,1,0,0,0,0.0,0.0,0,0,0.0,-3,1048,0,272,EDM,RW
M. Necas,3,0,0,0.0,1008,0,12,8480039,2019020908,20200216,0,0,0,0,0.0,0.0,0,0,0.0,-1,934,0,74,CAR,C
A. Svechnikov,4,0,1,1.0,1161,2,12,8480830,2019020908,20200216,0,0,0,0,0.0,1.0,0,0,1.0,1,944,0,217,CAR,RW
G. Haas,1,0,0,0.0,592,0,22,8481813,2019020908,20200216,0,0,2,8,0.0,1.0,0,0,0.0,0,592,0,0,EDM,C
M. Koivu,3,0,0,0.0,818,0,30,8469459,2019020946,20200221,0,0,5,8,0.0,1.0,0,0,0.0,0,770,48,0,MIN,C
E. Staal,2,0,1,0.0,1024,0,30,8470595,2019020946,20200221,0,0,5,15,0.0,0.0,0,0,2.0,1,813,32,179,MIN,C
R. Suter,3,0,2,0.0,1430,0,30,8470600,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,0.0,2,1119,133,178,MIN,D
Z. Parise,2,0,1,0.0,1003,0,30,8470610,2019020946,20200221,0,0,3,4,1.0,3.0,0,0,0.0,2,798,32,173,MIN,LW
S. Gagner,2,0,0,0.0,803,0,22,8474040,2019020946,20200221,0,0,0,0,1.0,1.0,0,0,0.0,-1,723,0,80,EDM,C
G. Pateryn,0,0,0,1.0,856,0,30,8474688,2019020946,20200221,0,0,0,0,1.0,0.0,0,0,2.0,2,751,105,0,MIN,D
J. Spurgeon,6,3,0,1.0,1315,2,30,8474716,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,3.0,3,1087,74,154,MIN,D
A. Chiasson,0,0,0,1.0,950,2,22,8475163,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,0.0,0,764,0,186,EDM,RW
M. Foligno,2,0,0,4.0,1051,0,30,8475220,2019020946,20200221,0,0,0,0,0.0,1.0,0,0,2.0,-1,964,87,0,MIN,LW
M. Zuccarello,0,0,1,0.0,873,0,30,8475692,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,0.0,1,812,0,61,MIN,RW
R. Sheahan,1,0,0,0.0,859,0,22,8475772,2019020946,20200221,0,0,5,11,0.0,1.0,0,0,2.0,-3,679,180,0,EDM,C
J. Archibald,2,0,0,5.0,884,0,22,8476326,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,3.0,-3,704,180,0,EDM,RW
V. Rask,1,0,1,2.0,504,0,30,8476437,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,0.0,1,504,0,0,MIN,C
R. Nugent-Hopkins,4,2,1,0.0,1417,0,22,8476454,2019020946,20200221,0,0,4,5,0.0,0.0,0,0,0.0,2,1139,60,218,EDM,C
A. Larsson,2,0,0,4.0,1190,2,22,8476457,2019020946,20200221,0,0,0,0,1.0,2.0,0,0,1.0,-1,1130,60,0,EDM,D
J. Brodin,2,0,0,2.0,1559,0,30,8476463,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,7.0,-1,1390,107,62,MIN,D
A. Galchenyuk,3,0,2,6.0,1026,0,30,8476851,2019020946,20200221,0,0,1,5,0.0,1.0,0,0,0.0,1,959,0,67,MIN,LW
M. Dumba,2,0,0,3.0,1394,0,30,8476856,2019020946,20200221,0,0,0,0,1.0,1.0,0,0,2.0,-1,1247,61,86,MIN,D
J. Khaira,2,0,0,3.0,707,0,22,8476915,2019020946,20200221,0,0,0,1,1.0,1.0,0,0,1.0,-3,630,23,54,EDM,LW
M. Benning,2,0,1,4.0,754,0,22,8476988,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,0.0,0,754,0,0,EDM,D
C. Soucy,1,1,0,4.0,687,2,30,8477369,2019020946,20200221,0,0,0,0,0.0,1.0,0,0,3.0,0,687,0,0,MIN,D
R. Hartman,4,0,0,0.0,721,0,30,8477451,2019020946,20200221,0,0,1,3,0.0,0.0,0,0,2.0,1,566,94,61,MIN,RW
D. Nurse,4,0,0,2.0,1604,0,22,8477498,2019020946,20200221,0,0,0,0,1.0,0.0,0,0,1.0,0,1281,163,160,EDM,D
C. Cave,0,0,0,0.0,505,0,22,8477529,2019020946,20200221,0,0,4,7,0.0,0.0,0,0,0.0,-1,505,0,0,EDM,C
L. Draisaitl,1,1,1,0.0,1477,0,22,8477934,2019020946,20200221,0,0,13,19,0.0,2.0,0,0,0.0,2,1222,37,218,EDM,C
K. Fiala,4,1,0,0.0,1161,0,30,8477942,2019020946,20200221,0,0,0,0,1.0,1.0,0,0,0.0,1,982,0,179,MIN,LW
W. Lagesson,0,0,0,0.0,792,0,22,8478021,2019020946,20200221,0,0,0,0,0.0,1.0,0,0,1.0,-1,715,77,0,EDM,D
J. Greenway,1,0,0,2.0,965,0,30,8478413,2019020946,20200221,0,0,0,1,0.0,3.0,0,0,2.0,-1,892,73,0,MIN,LW
E. Bear,2,0,1,0.0,1511,0,22,8478451,2019020946,20200221,0,0,0,0,0.0,2.0,0,0,1.0,-1,1251,180,80,EDM,D
C. Jones,2,0,0,1.0,1120,0,22,8478452,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,3.0,0,1098,0,22,EDM,D
J. Eriksson Ek,2,0,0,3.0,1053,0,30,8478493,2019020946,20200221,0,0,7,13,0.0,0.0,0,0,1.0,0,939,114,0,MIN,C
L. Kunin,1,0,0,0.0,320,0,30,8479316,2019020946,20200221,0,0,0,3,0.0,0.0,0,0,0.0,-1,320,0,0,MIN,C
T. Benson,0,0,0,0.0,716,0,22,8479347,2019020946,20200221,0,0,0,0,2.0,1.0,0,0,0.0,-3,693,0,23,EDM,LW
P. Russell,0,0,0,0.0,510,0,22,8479466,2019020946,20200221,0,0,0,0,0.0,0.0,0,0,0.0,0,510,0,0,EDM,RW
K. Yamamoto,1,0,2,0.0,1265,0,22,8479977,2019020946,20200221,0,0,0,0,1.0,1.0,0,0,0.0,2,1105,0,160,EDM,RW
G. Haas,1,0,0,2.0,749,0,22,8481813,2019020946,20200221,0,0,4,9,1.0,1.0,0,0,0.0,0,727,0,22,EDM,C
P. Stastny,1,0,2,0.0,1114,0,54,8471669,2019020957,20200222,0,0,13,20,1.0,1.0,0,0,1.0,2,804,171,139,VGK,C
K. Yandle,2,0,1,0.0,1161,0,13,8471735,2019020957,20200222,0,1,0,0,0.0,0.0,0,0,2.0,-4,930,0,231,FLA,D
R. Reaves,0,0,1,8.0,597,0,54,8471817,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,1.0,0,597,0,0,VGK,RW
A. Stralman,0,0,0,0.0,1243,0,13,8471873,2019020957,20200222,0,0,0,0,1.0,1.0,0,0,2.0,-1,1118,125,0,FLA,D
C. Sceviour,2,0,0,4.0,847,0,13,8474098,2019020957,20200222,0,0,6,11,0.0,1.0,0,0,3.0,-1,685,150,12,FLA,C
E. Dadonov,6,1,1,0.0,1069,0,13,8474149,2019020957,20200222,1,0,0,0,0.0,0.0,0,0,0.0,-1,851,0,218,FLA,RW
M. Pacioretty,6,1,0,1.0,1173,2,54,8474157,2019020957,20200222,0,0,2,2,2.0,0.0,0,0,1.0,0,1021,0,152,VGK,LW
A. Martinez,2,0,0,1.0,1027,0,54,8474166,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,1.0,0,858,99,70,VGK,D
N. Holden,1,0,1,0.0,1221,0,54,8474207,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,1.0,1,1050,171,0,VGK,D
M. Hoffman,4,1,1,0.0,1136,0,13,8474884,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,0.0,-1,872,0,264,FLA,LW
B. McNabb,1,0,0,3.0,1408,0,54,8475188,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,2.0,1,1200,195,13,VGK,D
R. Smith,2,2,0,0.0,1045,0,54,8475191,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,0.0,2,808,162,75,VGK,RW
B. Connolly,1,0,0,1.0,693,0,13,8475792,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,0.0,-1,674,0,19,FLA,RW
M. Pysyk,2,0,1,2.0,934,0,13,8475796,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,2.0,0,887,47,0,FLA,D
M. Stone,0,0,0,1.0,1189,0,54,8475913,2019020957,20200222,0,0,0,0,1.0,1.0,0,0,3.0,0,964,73,152,VGK,RW
V. Trocheck,0,0,1,1.0,597,2,13,8476389,2019020957,20200222,0,0,6,13,0.0,0.0,0,0,0.0,0,501,31,65,FLA,C
W. Karlsson,3,0,0,0.0,1046,0,54,8476448,2019020957,20200222,0,0,12,28,1.0,0.0,0,0,1.0,0,907,64,75,VGK,C
J. Huberdeau,3,0,0,0.0,1166,0,13,8476456,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,2.0,-2,897,0,269,FLA,LW
J. Marchessault,4,0,1,2.0,1049,0,54,8476539,2019020957,20200222,0,0,0,1,0.0,0.0,0,0,0.0,1,897,0,152,VGK,C
C. Stephenson,3,0,1,1.0,805,0,54,8476905,2019020957,20200222,0,0,6,13,1.0,1.0,0,0,0.0,1,720,10,75,VGK,C
N. Schmidt,2,0,0,2.0,1351,0,54,8477220,2019020957,20200222,0,0,0,0,1.0,0.0,0,0,1.0,2,1249,14,88,VGK,D
M. Weegar,1,0,0,1.0,1315,0,13,8477346,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,1.0,1,1175,128,12,FLA,D
J. Brown,0,0,0,0.0,616,0,13,8477384,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,0.0,-1,566,50,0,FLA,D
S. Theodore,6,0,1,0.0,1271,0,54,8477447,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,1.0,2,1101,0,170,VGK,D
W. Carrier,4,1,0,2.0,691,4,54,8477478,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,0.0,0,678,0,13,VGK,LW
A. Barkov,2,0,1,0.0,1397,0,13,8477493,2019020957,20200222,0,1,17,27,0.0,1.0,0,0,0.0,-2,1116,63,218,FLA,C
T. Nosek,3,1,1,1.0,779,0,54,8477931,2019020957,20200222,0,0,0,1,0.0,0.0,0,0,0.0,1,706,60,13,VGK,LW
A. Ekblad,2,0,0,0.0,1483,2,13,8477932,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,0.0,0,1354,65,64,FLA,D
D. Hunt,1,0,0,2.0,269,0,13,8478211,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,1.0,0,269,0,0,FLA,LW
F. Vatrano,3,0,0,2.0,900,0,13,8478366,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,0.0,-1,780,43,77,FLA,C
N. Roy,0,0,0,1.0,524,0,54,8478462,2019020957,20200222,0,0,0,1,0.0,0.0,0,0,0.0,1,450,61,13,VGK,C
N. Acciari,3,0,0,1.0,1074,2,13,8478569,2019020957,20200222,0,0,8,16,2.0,0.0,0,0,1.0,-1,928,146,0,FLA,C
A. Saarela,3,1,0,0.0,755,0,13,8478839,2019020957,20200222,0,0,0,4,0.0,0.0,0,0,1.0,0,729,0,26,FLA,C
R. Stillman,0,0,0,1.0,1070,0,13,8479388,2019020957,20200222,0,0,0,0,0.0,0.0,0,0,3.0,0,958,112,0,FLA,D
G. Quinney,1,0,0,0.0,549,0,54,8479748,2019020957,20200222,0,0,1,5,0.0,0.0,0,0,0.0,0,549,0,0,VGK,C
Z. Whitecloud,0,0,0,0.0,751,0,54,8480727,2019020957,20200222,0,0,0,0,2.0,1.0,0,0,2.0,0,651,100,0,VGK,D
B. Wheeler,4,1,0,1.0,1091,4,52,8471218,2019020960,20200223,0,0,0,0,0.0,0.0,0,0,1.0,0,1065,0,26,WPG,RW
