name,shots,goals,assists,hits,time_ice,pen_min,team_id,player_id,game_id,date,pp_goals,pp_assists,fo_wins,fo,takeaways,giveaways,goals_sh,assists_sh,blocks,plus_minus,time_ice_even,time_ice_sh,time_ice_pp,team,pos
E. Malkin,4,1,0,0.0,1220,0,5,8471215,2019020007,20191003,1,0,4,10,1.0,2.0,0,0,0.0,0,858,0,362,PIT,C
S. Crosby,1,0,1,1.0,1261,0,5,8471675,2019020007,20191003,0,1,13,27,0.0,2.0,0,0,1.0,-1,890,0,371,PIT,C
J. Johnson,1,0,0,3.0,846,0,5,8471677,2019020007,20191003,0,0,0,0,0.0,1.0,0,0,3.0,0,724,122,0,PIT,D
K. Letang,4,0,1,1.0,1665,0,5,8471724,2019020007,20191003,0,1,0,0,1.0,4.0,0,0,3.0,-2,1124,140,401,PIT,D
V. Sobotka,1,0,0,6.0,974,2,7,8471743,2019020007,20191003,0,0,3,5,0.0,0.0,0,0,0.0,0,828,146,0,BUF,LW
P. Hornqvist,2,0,0,4.0,1196,0,5,8471887,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,0.0,-1,910,0,286,PIT,RW
K. Okposo,1,0,0,3.0,520,0,7,8473449,2019020007,20191003,0,0,1,1,0.0,0.0,0,0,1.0,0,520,0,0,BUF,RW
J. Schultz,6,0,0,0.0,1205,0,5,8474602,2019020007,20191003,0,0,0,0,0.0,1.0,0,0,1.0,0,1012,0,193,PIT,D
M. Scandella,2,0,0,1.0,1293,0,7,8474618,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,3.0,0,1016,277,0,BUF,D
M. Johansson,0,0,0,0.0,919,0,7,8475149,2019020007,20191003,0,0,2,9,0.0,0.0,0,0,1.0,0,811,16,92,BUF,LW
B. Dumoulin,1,0,0,4.0,1167,2,5,8475208,2019020007,20191003,0,0,0,0,0.0,2.0,0,0,3.0,-2,1098,69,0,PIT,D
J. Larsson,2,0,0,1.0,841,0,7,8475728,2019020007,20191003,0,0,10,17,0.0,0.0,0,0,0.0,0,537,304,0,BUF,C
N. Bjugstad,0,0,0,1.0,901,0,5,8475760,2019020007,20191003,0,0,6,12,0.0,1.0,0,0,0.0,0,663,93,145,PIT,C
J. Skinner,5,0,0,1.0,1001,0,7,8475784,2019020007,20191003,0,0,1,1,1.0,0.0,0,0,1.0,0,880,0,121,BUF,LW
E. Gudbranson,0,0,0,2.0,903,0,5,8475790,2019020007,20191003,0,0,0,0,0.0,1.0,0,0,0.0,0,822,74,7,PIT,D
C. Miller,2,0,1,3.0,901,2,7,8476525,2019020007,20191003,0,1,0,0,0.0,1.0,0,0,2.0,2,808,0,93,BUF,D
A. Galchenyuk,1,0,0,3.0,922,0,5,8476851,2019020007,20191003,0,0,0,0,1.0,0.0,0,0,0.0,0,749,0,173,PIT,LW
Z. Girgensons,3,0,0,2.0,776,2,7,8476878,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,0.0,0,560,216,0,BUF,C
J. Vesey,2,0,0,2.0,759,0,7,8476918,2019020007,20191003,0,0,0,0,1.0,1.0,0,0,1.0,1,525,234,0,BUF,LW
T. Blueger,0,0,0,1.0,619,0,5,8476927,2019020007,20191003,0,0,7,13,0.0,0.0,0,0,2.0,-1,517,102,0,PIT,C
J. McCabe,2,0,0,2.0,1511,0,7,8476931,2019020007,20191003,0,0,0,0,1.0,1.0,0,0,4.0,0,1143,368,0,BUF,D
J. Guentzel,0,0,0,3.0,1215,0,5,8477404,2019020007,20191003,0,0,0,0,1.0,0.0,0,0,0.0,-1,859,0,356,PIT,C
R. Ristolainen,5,0,0,5.0,1433,2,7,8477499,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,2.0,0,1112,229,92,BUF,D
C. Sheary,3,2,0,1.0,559,0,7,8477839,2019020007,20191003,1,0,0,0,0.0,1.0,0,0,1.0,1,467,0,92,BUF,LW
S. Reinhart,2,0,1,4.0,1177,0,7,8477933,2019020007,20191003,0,0,1,1,0.0,0.0,0,0,1.0,1,1041,0,136,BUF,C
J. McCann,2,0,0,3.0,841,0,5,8477955,2019020007,20191003,0,0,1,1,0.0,1.0,0,0,0.0,0,695,19,127,PIT,C
M. Pettersson,2,0,0,2.0,1159,2,5,8477969,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,0.0,0,984,23,152,PIT,D
V. Olofsson,2,0,1,1.0,1031,0,7,8478109,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,0.0,1,909,0,122,BUF,RW
J. Eichel,4,0,0,2.0,1278,0,7,8478403,2019020007,20191003,0,0,10,18,0.0,0.0,0,0,0.0,1,1060,96,122,BUF,C
D. Simon,1,0,0,3.0,647,0,5,8478866,2019020007,20191003,0,0,0,0,2.0,0.0,0,0,0.0,-1,570,40,37,PIT,C
B. Tanev,3,0,0,5.0,811,0,5,8479293,2019020007,20191003,0,0,0,0,1.0,2.0,0,0,3.0,0,725,86,0,PIT,LW
Z. Aston-Reese,1,0,0,5.0,694,0,5,8479944,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,1.0,-1,583,88,23,PIT,C
C. Mittelstadt,2,0,2,0.0,565,2,7,8479999,2019020007,20191003,0,1,4,11,0.0,1.0,0,0,0.0,1,487,0,78,BUF,C
H. Jokiharju,0,0,0,0.0,1011,0,7,8480035,2019020007,20191003,0,0,0,0,0.0,1.0,0,0,2.0,0,872,138,1,BUF,D
R. Dahlin,3,1,0,1.0,945,0,7,8480839,2019020007,20191003,0,0,0,0,1.0,0.0,0,0,0.0,2,824,0,121,BUF,D
D. Kahun,0,0,0,1.0,649,0,5,8480946,2019020007,20191003,0,0,0,0,0.0,0.0,0,0,1.0,0,649,0,0,PIT,C
B. Coburn,0,0,0,2.0,916,0,14,8470601,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,0.0,0,916,0,0,TBL,D
K. Yandle,1,0,1,1.0,834,0,13,8471735,2019020021,20191005,0,1,0,0,0.0,2.0,0,0,0.0,-2,688,0,146,FLA,D
A. Stralman,1,0,0,0.0,1202,0,13,8471873,2019020021,20191005,0,0,0,0,1.0,0.0,0,0,1.0,0,1084,97,21,FLA,D
A. Killorn,0,0,0,2.0,1102,0,14,8473986,2019020021,20191005,0,0,1,3,1.0,2.0,0,0,1.0,0,957,145,0,TBL,LW
K. Shattenkirk,5,0,1,2.0,1476,0,14,8474031,2019020021,20191005,0,0,0,0,1.0,1.0,0,0,0.0,-1,1381,76,19,TBL,D
P. Maroon,4,0,1,1.0,793,0,14,8474034,2019020021,20191005,0,0,1,1,0.0,0.0,0,0,0.0,0,701,0,92,TBL,LW
C. Sceviour,1,0,1,3.0,839,0,13,8474098,2019020021,20191005,0,0,0,1,1.0,1.0,0,0,1.0,1,774,65,0,FLA,C
E. Dadonov,3,0,0,1.0,1128,0,13,8474149,2019020021,20191005,0,0,0,0,1.0,0.0,0,0,0.0,-2,961,0,167,FLA,RW
R. McDonagh,1,0,0,0.0,1231,0,14,8474151,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,1.0,2,1058,173,0,TBL,D
S. Stamkos,4,1,0,0.0,1329,0,14,8474564,2019020021,20191005,0,0,8,13,1.0,0.0,0,0,0.0,0,1162,47,120,TBL,C
L. Witkowski,2,0,1,0.0,595,0,14,8474722,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,0.0,0,595,0,0,TBL,RW
T. Johnson,1,0,0,0.0,1082,0,14,8474870,2019020021,20191005,0,0,7,11,0.0,1.0,0,0,0.0,-1,966,0,116,TBL,C
M. Hoffman,4,3,0,1.0,963,2,13,8474884,2019020021,20191005,2,0,1,1,1.0,0.0,0,0,1.0,1,805,12,146,FLA,LW
V. Hedman,0,0,1,1.0,1405,0,14,8475167,2019020021,20191005,0,0,0,0,0.0,1.0,0,0,0.0,-1,1229,60,116,TBL,D
B. Connolly,0,0,1,2.0,881,0,13,8475792,2019020021,20191005,0,0,1,1,1.0,1.0,0,0,1.0,0,827,0,54,FLA,RW
O. Palat,0,0,0,2.0,1062,0,14,8476292,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,0.0,0,980,82,0,TBL,LW
V. Trocheck,3,0,0,0.0,944,0,13,8476389,2019020021,20191005,0,0,10,18,0.0,0.0,0,0,1.0,0,861,23,60,FLA,C
N. Kucherov,3,0,0,1.0,1216,0,14,8476453,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,1.0,-1,1096,0,120,TBL,RW
J. Huberdeau,1,0,2,2.0,1223,0,13,8476456,2019020021,20191005,0,2,0,0,1.0,0.0,0,0,0.0,-2,1056,0,167,FLA,LW
Y. Gourde,4,0,1,0.0,683,0,14,8476826,2019020021,20191005,0,0,4,10,1.0,0.0,0,0,0.0,1,607,76,0,TBL,C
M. Matheson,1,0,0,1.0,1538,0,13,8476875,2019020021,20191005,0,0,0,0,0.0,1.0,0,0,4.0,2,1451,81,6,FLA,D
G. Smith,1,1,0,0.0,593,2,14,8476966,2019020021,20191005,0,0,5,8,1.0,0.0,0,0,0.0,0,588,0,5,TBL,C
M. Weegar,2,0,0,4.0,1197,0,13,8477346,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,1.0,-1,1114,62,21,FLA,D
J. Brown,0,0,0,1.0,701,0,13,8477384,2019020021,20191005,0,0,0,0,0.0,1.0,0,0,0.0,-2,701,0,0,FLA,D
C. Verhaeghe,3,0,1,0.0,558,0,14,8477409,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,0.0,1,558,0,0,TBL,C
A. Barkov,2,0,1,0.0,1238,0,13,8477493,2019020021,20191005,0,1,6,14,0.0,0.0,0,0,1.0,-1,1023,48,167,FLA,C
A. Ekblad,3,0,1,0.0,1544,2,13,8477932,2019020021,20191005,0,0,0,0,0.0,1.0,0,0,1.0,1,1484,0,60,FLA,D
J. Hawryluk,1,0,0,2.0,586,0,13,8477963,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,1.0,0,586,0,0,FLA,C
D. Hunt,1,0,1,2.0,698,0,13,8478211,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,0.0,1,698,0,0,FLA,LW
F. Vatrano,2,0,0,1.0,676,0,13,8478366,2019020021,20191005,0,0,0,1,0.0,0.0,0,0,1.0,0,616,0,60,FLA,C
E. Cernak,1,0,0,6.0,1123,0,14,8478416,2019020021,20191005,0,0,0,0,0.0,0.0,0,0,2.0,1,974,145,4,TBL,D
M. Joseph,2,1,0,2.0,543,2,14,8478472,2019020021,20191005,0,0,0,0,1.0,0.0,0,0,0.0,1,543,0,0,TBL,RW
A. Cirelli,2,0,0,3.0,1120,2,14,8478519,2019020021,20191005,0,0,6,12,2.0,0.0,0,0,0.0,1,1016,104,0,TBL,C
N. Acciari,2,1,0,5.0,869,0,13,8478569,2019020021,20191005,0,0,7,20,0.0,0.0,0,0,0.0,0,800,69,0,FLA,C
H. Borgstrom,0,0,0,0.0,699,0,13,8479404,2019020021,20191005,0,0,1,2,2.0,1.0,0,0,0.0,0,639,0,60,FLA,C
M. Sergachev,2,0,0,2.0,936,0,14,8479410,2019020021,20191005,0,0,0,0,1.0,1.0,0,0,0.0,1,936,0,0,TBL,D
A. Ovechkin,7,0,0,0.0,1373,0,15,8471214,2019020023,20191005,0,0,0,0,1.0,0.0,0,0,0.0,-1,730,0,643,WSH,LW
T. Oshie,3,1,0,2.0,1180,0,15,8471698,2019020023,20191005,0,0,2,6,0.0,0.0,0,0,1.0,1,681,25,474,WSH,RW
J. Staal,1,0,0,4.0,1158,4,12,8473533,2019020023,20191005,0,0,14,19,0.0,1.0,0,0,0.0,0,823,170,165,CAR,C
N. Backstrom,2,0,0,0.0,1224,0,15,8473563,2019020023,20191005,0,0,10,14,0.0,1.0,0,0,0.0,-2,708,0,516,WSH,C
C. Hagelin,1,0,0,1.0,851,0,15,8474176,2019020023,20191005,0,0,0,0,0.0,2.0,0,0,0.0,0,703,148,0,WSH,LW
L. Eller,0,0,0,1.0,1220,2,15,8474189,2019020023,20191005,0,0,10,15,1.0,1.0,0,0,0.0,1,916,134,170,WSH,C
J. Gardiner,2,1,0,2.0,1039,0,12,8474581,2019020023,20191005,0,0,0,0,1.0,0.0,0,0,3.0,1,842,8,189,CAR,D
J. Carlson,4,0,0,0.0,1540,0,15,8474590,2019020023,20191005,0,0,0,0,0.0,1.0,0,0,1.0,-1,724,199,617,WSH,D
D. Orlov,1,0,0,3.0,1332,0,15,8475200,2019020023,20191005,0,0,0,0,0.0,1.0,0,0,0.0,1,1160,89,83,WSH,D
R. Panik,1,0,0,0.0,895,0,15,8475209,2019020023,20191005,0,0,1,1,1.0,1.0,0,0,0.0,0,553,0,342,WSH,RW
E. Haula,1,1,0,2.0,1115,2,12,8475287,2019020023,20191005,1,0,5,19,0.0,1.0,0,0,1.0,-1,796,145,174,CAR,LW
N. Jensen,2,0,0,3.0,1312,0,15,8475324,2019020023,20191005,0,0,0,0,0.0,1.0,0,0,1.0,1,1113,197,2,WSH,D
N. Dowd,0,0,0,3.0,588,0,15,8475343,2019020023,20191005,0,0,5,11,1.0,0.0,0,0,0.0,1,434,154,0,WSH,C
R. Gudas,1,0,1,0.0,1027,2,15,8475462,2019020023,20191005,0,0,0,0,1.0,0.0,0,0,1.0,1,888,139,0,WSH,D
N. Niederreiter,2,0,0,1.0,885,2,12,8475799,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,0.0,0,709,0,176,CAR,RW
R. Dzingel,1,0,0,1.0,842,0,12,8476288,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,0.0,-1,668,0,174,CAR,LW
J. Edmundson,2,0,0,0.0,1338,2,12,8476441,2019020023,20191005,0,0,0,0,0.0,3.0,0,0,0.0,-2,884,454,0,CAR,D
D. Hamilton,1,0,0,0.0,1343,0,12,8476462,2019020023,20191005,0,0,0,0,0.0,1.0,0,0,1.0,0,1020,149,174,CAR,D
T. Wilson,3,0,0,3.0,1130,2,15,8476880,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,0.0,-1,818,95,217,WSH,RW
T. Teravainen,0,0,1,0.0,1046,0,12,8476882,2019020023,20191005,0,1,0,0,1.0,0.0,0,0,0.0,0,714,145,187,CAR,LW
B. Leipsic,3,0,1,2.0,534,0,15,8476894,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,2.0,1,493,0,41,WSH,LW
C. Stephenson,0,0,0,0.0,822,0,15,8476905,2019020023,20191005,0,0,7,16,1.0,0.0,0,0,1.0,0,733,89,0,WSH,C
J. Martinook,0,0,1,2.0,644,0,12,8476921,2019020023,20191005,0,0,0,1,0.0,0.0,0,0,0.0,1,497,147,0,CAR,LW
B. McGinn,3,0,0,2.0,897,0,12,8476934,2019020023,20191005,0,0,1,2,0.0,0.0,0,0,1.0,-1,712,185,0,CAR,LW
J. Slavin,2,1,0,2.0,1362,0,12,8476958,2019020023,20191005,0,0,0,0,2.0,1.0,0,0,1.0,0,1126,236,0,CAR,D
B. Pesce,1,0,0,0.0,1537,0,12,8477488,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,6.0,1,1020,517,0,CAR,D
G. Hathaway,2,1,0,0.0,571,0,15,8477903,2019020023,20191005,0,0,0,0,1.0,0.0,0,0,0.0,1,490,81,0,WSH,RW
H. Fleury,1,0,0,0.0,643,0,12,8477938,2019020023,20191005,0,0,0,0,0.0,1.0,0,0,0.0,-1,635,8,0,CAR,D
J. Vrana,1,0,1,0.0,1082,0,15,8477944,2019020023,20191005,0,0,1,2,0.0,1.0,0,0,0.0,0,881,0,201,WSH,LW
W. Foegele,1,0,1,0.0,521,0,12,8477998,2019020023,20191005,0,0,0,0,1.0,0.0,0,0,0.0,1,444,77,0,CAR,LW
L. Wallmark,0,0,0,0.0,615,0,12,8478027,2019020023,20191005,0,0,5,9,0.0,0.0,0,0,0.0,1,479,135,1,CAR,C
J. Siegenthaler,0,0,0,0.0,886,4,15,8478399,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,1.0,0,806,76,4,WSH,D
S. Aho,5,0,0,0.0,1224,0,12,8478427,2019020023,20191005,0,0,4,14,1.0,1.0,0,0,1.0,0,795,240,189,CAR,RW
M. Necas,2,0,0,2.0,882,2,12,8480039,2019020023,20191005,0,0,0,1,1.0,2.0,0,0,0.0,-1,693,0,189,CAR,C
M. Fehervary,3,0,0,2.0,861,0,15,8480796,2019020023,20191005,0,0,0,0,0.0,0.0,0,0,0.0,-1,835,26,0,WSH,D
A. Svechnikov,3,0,2,1.0,987,2,12,8480830,2019020023,20191005,0,1,0,0,0.0,0.0,0,0,0.0,0,782,8,197,CAR,RW
B. Coburn,0,0,0,1.0,964,2,14,8470601,2019020031,20191006,0,0,0,0,0.0,0.0,0,0,0.0,0,964,0,0,TBL,D
J. Staal,2,0,1,2.0,1003,0,12,8473533,2019020031,20191006,0,0,8,18,1.0,3.0,0,0,0.0,1,883,69,51,CAR,C
A. Killorn,2,0,0,0.0,1166,0,14,8473986,2019020031,20191006,0,0,0,0,0.0,0.0,0,0,0.0,0,956,106,104,TBL,LW
K. Shattenkirk,1,1,0,0.0,1195,2,14,8474031,2019020031,20191006,1,0,0,0,0.0,0.0,0,0,1.0,0,1058,56,81,TBL,D
P. Maroon,0,0,0,1.0,499,0,14,8474034,2019020031,20191006,0,0,0,0,0.0,0.0,0,0,0.0,0,300,0,199,TBL,LW
R. McDonagh,1,0,0,0.0,1357,0,14,8474151,2019020031,20191006,0,0,0,0,0.0,0.0,0,0,1.0,1,1057,294,6,TBL,D
S. Stamkos,3,1,0,2.0,1209,2,14,8474564,2019020031,20191006,0,0,10,21,0.0,0.0,0,0,2.0,0,1025,22,162,TBL,C
J. Gardiner,2,0,0,2.0,962,0,12,8474581,2019020031,20191006,0,0,0,0,0.0,3.0,0,0,1.0,-1,898,0,64,CAR,D
L. Witkowski,0,0,0,1.0,332,0,14,8474722,2019020031,20191006,0,0,0,0,0.0,0.0,0,0,1.0,-1,332,0,0,TBL,RW
T. Johnson,2,1,0,2.0,1047,0,14,8474870,2019020031,20191006,0,0,4,19,1.0,1.0,0,0,0.0,1,757,139,151,TBL,C
V. Hedman,1,0,1,1.0,1323,2,14,8475167,2019020031,20191006,0,0,0,0,0.0,1.0,0,0,4.0,-1,1092,63,168,TBL,D
E. Haula,3,1,0,1.0,1104,0,12,8475287,2019020031,20191006,1,0,15,19,2.0,2.0,0,0,0.0,-1,732,98,274,CAR,LW
N. Niederreiter,4,0,0,0.0,936,0,12,8475799,2019020031,20191006,0,0,0,0,3.0,1.0,0,0,0.0,-1,857,10,69,CAR,RW
R. Dzingel,1,0,1,0.0,831,0,12,8476288,2019020031,20191006,0,1,0,0,0.0,0.0,0,0,1.0,-1,607,10,214,CAR,LW
O. Palat,1,0,0,3.0,1087,0,14,8476292,2019020031,20191006,0,0,0,0,0.0,2.0,0,0,2.0,1,1026,61,0,TBL,LW
J. Edmundson,1,0,0,1.0,1234,2,12,8476441,2019020031,20191006,0,0,0,0,1.0,0.0,0,0,1.0,1,1121,113,0,CAR,D
N. Kucherov,0,0,0,2.0,1220,0,14,8476453,2019020031,20191006,0,0,0,0,0.0,3.0,0,0,0.0,-1,1054,0,166,TBL,RW
D. Hamilton,3,1,1,1.0,1519,2,12,8476462,2019020031,20191006,1,1,0,0,0.0,2.0,0,0,0.0,0,1168,69,282,CAR,D
Y. Gourde,0,0,1,1.0,973,0,14,8476826,2019020031,20191006,0,1,2,2,1.0,0.0,0,0,0.0,0,924,0,49,TBL,C
T. Teravainen,3,0,1,0.0,1214,2,12,8476882,2019020031,20191006,0,1,1,1,1.0,0.0,0,0,0.0,0,858,82,274,CAR,LW
J. Martinook,0,0,0,1.0,757,0,12,8476921,2019020031,20191006,0,0,0,1,1.0,2.0,0,0,0.0,0,663,94,0,CAR,LW
B. McGinn,1,0,1,2.0,855,0,12,8476934,2019020031,20191006,0,0,1,2,1.0,0.0,0,0,0.0,1,786,69,0,CAR,LW
J. Slavin,4,1,0,1.0,1415,0,12,8476958,2019020031,20191006,0,0,0,0,0.0,1.0,0,0,2.0,0,1273,125,17,CAR,D
G. Smith,0,0,0,1.0,400,0,14,8476966,2019020031,20191006,0,0,4,7,0.0,0.0,0,0,2.0,0,288,112,0,TBL,C
C. Verhaeghe,0,0,0,0.0,776,0,14,8477409,2019020031,20191006,0,0,0,0,0.0,1.0,0,0,0.0,1,683,0,93,TBL,C
B. Pesce,3,1,0,0.0,1331,0,12,8477488,2019020031,20191006,0,0,0,0,2.0,0.0,0,0,3.0,0,1190,130,11,CAR,D
H. Fleury,2,0,0,0.0,633,0,12,8477938,2019020031,20191006,0,0,0,0,0.0,0.0,0,0,1.0,-1,560,73,0,CAR,D
W. Foegele,4,0,0,3.0,672,2,12,8477998,2019020031,20191006,0,0,0,0,2.0,0.0,0,0,0.0,0,672,0,0,CAR,LW
L. Wallmark,2,0,0,1.0,643,0,12,8478027,2019020031,20191006,0,0,6,13,0.0,0.0,0,0,0.0,-1,620,6,17,CAR,C
E. Cernak,0,0,0,3.0,1295,0,14,8478416,2019020031,20191006,0,0,0,0,0.0,1.0,0,0,4.0,0,998,287,10,TBL,D
S. Aho,4,0,0,0.0,1155,0,12,8478427,2019020031,20191006,0,0,10,18,2.0,4.0,0,0,0.0,0,954,72,129,CAR,RW
M. Joseph,0,0,0,0.0,811,0,14,8478472,2019020031,20191006,0,0,0,0,1.0,0.0,0,0,0.0,1,771,33,7,TBL,RW
A. Cirelli,1,0,0,0.0,1198,2,14,8478519,2019020031,20191006,0,0,11,23,0.0,1.0,0,0,1.0,-1,1046,152,0,TBL,C
M. Sergachev,1,0,1,1.0,1116,0,14,8479410,2019020031,20191006,0,1,0,0,0.0,1.0,0,0,3.0,1,1037,0,79,TBL,D
M. Necas,2,0,0,0.0,655,0,12,8480039,2019020031,20191006,0,0,0,0,0.0,3.0,0,0,0.0,-1,603,0,52,CAR,C
A. Svechnikov,3,0,2,2.0,1149,0,12,8480830,2019020031,20191006,0,1,0,0,1.0,1.0,0,0,0.0,2,928,0,221,CAR,RW
N. Foligno,1,0,0,3.0,1333,0,29,8473422,2019020068,20191012,0,0,2,6,3.0,1.0,0,0,1.0,2,1128,117,88,CBJ,LW
J. Staal,3,0,0,8.0,1108,2,12,8473533,2019020068,20191012,0,0,9,17,1.0,1.0,0,0,0.0,-1,935,74,99,CAR,C
R. Nash,1,0,0,1.0,795,0,29,8474062,2019020068,20191012,0,0,6,14,1.0,0.0,0,0,1.0,-1,658,137,0,CBJ,C
J. Gardiner,3,0,0,0.0,1178,0,12,8474581,2019020068,20191012,0,0,0,0,1.0,1.0,0,0,0.0,-1,1092,4,82,CAR,D
G. Nyquist,2,0,1,0.0,992,0,29,8474679,2019020068,20191012,0,0,1,3,0.0,1.0,0,0,0.0,1,760,0,232,CBJ,RW
C. Atkinson,7,0,0,1.0,1192,0,29,8474715,2019020068,20191012,0,0,1,2,0.0,1.0,0,0,1.0,1,861,126,205,CBJ,RW
D. Savard,1,0,0,2.0,1133,0,29,8475233,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,2.0,0,988,145,0,CBJ,D
E. Haula,2,1,0,0.0,1065,0,12,8475287,2019020068,20191012,0,0,12,19,0.0,1.0,0,0,0.0,1,718,158,189,CAR,LW
N. Niederreiter,2,0,0,0.0,931,0,12,8475799,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,-1,858,2,71,CAR,RW
R. Dzingel,1,0,1,1.0,882,0,12,8476288,2019020068,20191012,0,0,1,1,0.0,0.0,0,0,0.0,1,693,0,189,CAR,LW
B. Jenner,0,0,0,1.0,734,2,29,8476432,2019020068,20191012,0,0,6,9,0.0,0.0,0,0,1.0,-1,647,87,0,CBJ,C
J. Edmundson,1,0,0,4.0,1022,0,12,8476441,2019020068,20191012,0,0,0,0,1.0,1.0,0,0,3.0,-2,785,237,0,CAR,D
D. Hamilton,5,1,0,2.0,1441,0,12,8476462,2019020068,20191012,0,0,0,0,0.0,1.0,0,0,0.0,2,1164,56,221,CAR,D
R. Murray,2,0,2,0.0,1269,0,29,8476850,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,2.0,3,1125,144,0,CBJ,D
T. Teravainen,0,0,0,2.0,1149,0,12,8476882,2019020068,20191012,0,0,0,0,1.0,0.0,0,0,0.0,-2,908,69,172,CAR,LW
B. McGinn,1,0,0,0.0,873,0,12,8476934,2019020068,20191012,0,0,0,0,0.0,1.0,0,0,0.0,-1,777,96,0,CAR,LW
J. Slavin,2,0,1,2.0,1222,0,12,8476958,2019020068,20191012,0,0,0,0,0.0,1.0,0,0,1.0,2,1149,62,11,CAR,D
O. Bjorkstrand,2,1,0,2.0,1046,0,29,8477416,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,2,958,0,88,CBJ,RW
B. Pesce,3,0,0,0.0,1507,0,12,8477488,2019020068,20191012,0,0,0,0,0.0,1.0,0,0,2.0,-2,1239,239,29,CAR,D
S. Jones,2,0,0,2.0,1252,2,29,8477495,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,1.0,-2,910,127,215,CBJ,D
A. Wennberg,2,0,2,1.0,1184,0,29,8477505,2019020068,20191012,0,0,10,19,2.0,1.0,0,0,0.0,2,920,77,187,CBJ,C
H. Fleury,1,0,0,4.0,563,2,12,8477938,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,2.0,-1,555,8,0,CAR,D
S. Milano,2,0,0,1.0,451,0,29,8477947,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,-1,451,0,0,CBJ,LW
W. Foegele,2,0,1,2.0,504,0,12,8477998,2019020068,20191012,0,0,0,1,2.0,0.0,0,0,0.0,0,496,0,8,CAR,LW
L. Wallmark,1,0,0,0.0,584,0,12,8478027,2019020068,20191012,0,0,3,6,0.0,0.0,0,0,2.0,1,460,116,8,CAR,C
S. Aho,2,0,0,1.0,1147,0,12,8478427,2019020068,20191012,0,0,8,17,2.0,0.0,0,0,0.0,-2,971,91,85,CAR,RW
Z. Werenski,3,0,0,2.0,1299,0,29,8478460,2019020068,20191012,0,0,0,0,3.0,0.0,0,0,0.0,-2,1014,159,126,CBJ,D
V. Gavrikov,2,0,0,0.0,878,0,29,8478882,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,0,847,31,0,CBJ,D
M. Nutivaara,2,1,0,4.0,1092,0,29,8478906,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,1.0,3,1092,0,0,CBJ,D
J. Gauthier,0,0,0,2.0,506,0,12,8479328,2019020068,20191012,0,0,0,1,0.0,0.0,0,0,0.0,1,487,0,19,CAR,RW
P. Dubois,3,1,0,4.0,1047,0,29,8479400,2019020068,20191012,0,0,3,10,1.0,0.0,0,0,1.0,1,860,0,187,CBJ,C
M. Necas,1,0,1,0.0,935,0,12,8480039,2019020068,20191012,0,0,1,1,1.0,2.0,0,0,0.0,1,809,0,126,CAR,C
A. Texier,1,0,0,0.0,875,2,29,8480074,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,-1,763,0,112,CBJ,C
E. Bemstrom,1,0,0,2.0,545,0,29,8480205,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,-1,470,0,75,CBJ,C
A. Svechnikov,2,0,0,1.0,1190,2,12,8480830,2019020068,20191012,0,0,0,0,0.0,0.0,0,0,0.0,-1,984,0,206,CAR,RW
J. Lilja,1,0,0,0.0,523,0,29,8481650,2019020068,20191012,0,0,0,0,1.0,1.0,0,0,0.0,-1,461,62,0,CBJ,LW
B. Coburn,1,1,0,3.0,978,0,14,8470601,2019020086,20191015,0,0,0,0,0.0,0.0,0,0,1.0,1,793,185,0,TBL,D
S. Weber,1,0,0,0.0,1180,0,8,8470642,2019020086,20191015,0,0,0,0,0.0,2.0,0,0,1.0,-2,901,33,246,MTL,D
