player_id,name,nationality,pos,birth_date,height_in,height_cm,weight_lb,weight_kg,team_id,team_id2,team_id3,birth_city,birth_state_prov,hand,team
8471276,D. Krejci,CZE,C,1986-04-28 01:00:00,"6' 0""",182.88,186.0,84.368112,6,0,0,Sternberk,,R,BOS
8471284,A. Sekera,SVK,D,1986-06-08 01:00:00,"6' 0""",182.88,200.0,90.7184,25,0,0,Bojnice,,L,DAL
8471303,A. Edler,SWE,D,1986-04-21 01:00:00,"6' 3""",190.5,214.0,97.068688,23,0,0,Ostersund,,L,VAN
8471392,R. Polak,CZE,D,1986-04-28 01:00:00,"6' 2""",187.96,235.0,106.59412,25,0,0,Ostrava,,R,DAL
8471426,T. Brouwer,CAN,RW,1985-08-17 01:00:00,"6' 3""",190.5,215.0,97.52228,19,0,0,Vancouver,BC,R,STL
8471669,P. Stastny,USA,C,1985-12-27 00:00:00,"6' 0""",182.88,193.0,87.543256,54,0,0,Quebec City,QC,L,VGK
8471675,S. Crosby,CAN,C,1987-08-07 01:00:00,"5' 11""",180.34,200.0,90.7184,5,0,0,Cole Harbour,NS,L,PIT
8471676,B. Ryan,USA,RW,1987-03-17 00:00:00,"6' 2""",187.96,209.0,94.80072799999999,9,0,0,Cherry Hill,NJ,R,OTT
8471677,J. Johnson,USA,D,1987-01-13 00:00:00,"6' 1""",185.42,227.0,102.965384,5,0,0,Indianapolis,IN,L,PIT
8471685,A. Kopitar,SVN,C,1987-08-24 01:00:00,"6' 3""",190.5,224.0,101.604608,26,0,0,Jesenice,,L,LAK
8471686,M. Staal,CAN,D,1987-01-13 00:00:00,"6' 4""",193.04,209.0,94.80072799999999,3,0,0,Thunder Bay,ON,L,NYR
8471698,T. Oshie,USA,RW,1986-12-23 00:00:00,"5' 11""",180.34,195.0,88.45044,15,0,0,Everett,WA,R,WSH
8471702,M. Niskanen,USA,D,1986-12-06 00:00:00,"6' 1""",185.42,203.0,92.079176,4,0,0,Virginia,MN,R,PHI
