name,pos,dist,hand,st_x,st_y,goal,team,event,period,period_time_remaining,game_id,player_id,shot_id,period_type,miss_loc,assist,assist2,blocker,goalie,scorer,date_time,shot_type,missed_net,empty,gw
S. Stamkos,C,41.77319714841085,R,48.0,-8.0,True,TBL,Goal,1,136.0,2019020031,8474564.0,2019020031_128,REGULAR,,,,,8475852.0,8474564.0,2019-10-06 22:45:25,snap,False,False,False
E. Haula,LW,86.14522621712709,L,3.0,5.0,False,CAR,Shot,1,128.0,2019020031,8475287.0,2019020031_130,REGULAR,,,,,8470147.0,,2019-10-06 22:45:52,backhand,False,False,False
B. Coburn,D,53.009433122794285,L,46.0,31.0,False,TBL,Missed Shot,1,114.0,2019020031,8470601.0,2019020031_132,REGULAR,over net,,,,,,2019-10-06 22:46:05,,True,False,False
Y. Gourde,C,54.12947441089743,L,40.0,-23.0,False,TBL,Missed Shot,1,54.0,2019020031,8476826.0,2019020031_138,REGULAR,over net,,,,,,2019-10-06 22:47:35,,True,False,False
J. Slavin,D,72.56031973468694,L,26.0,36.0,False,CAR,Shot,1,12.0,2019020031,8476958.0,2019020031_139,REGULAR,,,,,8470147.0,,2019-10-06 22:48:15,snap,False,False,False
J. Edmundson,D,61.71709649683789,L,34.0,28.0,False,CAR,Shot,1,5.0,2019020031,8476441.0,2019020031_142,REGULAR,,,,,8470147.0,,2019-10-06 22:48:52,slap,False,False,False
S. Aho,RW,38.28837943815329,L,64.0,29.0,False,CAR,Shot,1,1.0,2019020031,8478427.0,2019020031_143,REGULAR,,,,,8470147.0,,2019-10-06 22:48:57,snap,False,False,False
L. Wallmark,C,9.219544457292889,L,83.0,7.0,False,CAR,Shot,2,993.0,2019020031,8478027.0,2019020031_154,REGULAR,,,,,8470147.0,,2019-10-06 23:11:35,tip-in,False,False,False
N. Niederreiter,RW,16.0,L,73.0,0.0,False,CAR,Shot,2,886.0,2019020031,8475799.0,2019020031_161,REGULAR,,,,,8470147.0,,2019-10-06 23:13:48,deflected,False,False,False
W. Foegele,LW,43.01162633521314,L,54.0,25.0,False,CAR,Missed Shot,2,778.0,2019020031,8477998.0,2019020031_167,REGULAR,wide of net,,,,,,2019-10-06 23:15:36,,True,False,False
S. Aho,RW,26.83281572999748,L,65.0,-12.0,False,CAR,Shot,2,710.0,2019020031,8478427.0,2019020031_171,REGULAR,,,,,8470147.0,,2019-10-06 23:16:45,snap,False,False,False
H. Fleury,D,61.18823416311342,L,29.0,-12.0,False,CAR,Missed Shot,2,704.0,2019020031,8477938.0,2019020031_174,REGULAR,wide of net,,,,,,2019-10-06 23:19:06,,True,False,False
M. Necas,C,36.40054944640259,R,67.0,29.0,False,CAR,Shot,2,650.0,2019020031,8480039.0,2019020031_179,REGULAR,,,,,8470147.0,,2019-10-06 23:20:31,wrist,False,False,False
R. McDonagh,D,41.19465984809196,L,48.0,-4.0,False,TBL,Missed Shot,2,516.0,2019020031,8474151.0,2019020031_189,REGULAR,wide of net,,,,,,2019-10-06 23:25:17,,True,False,False
H. Fleury,D,41.10960958218893,L,50.0,13.0,False,CAR,Shot,2,488.0,2019020031,8477938.0,2019020031_191,REGULAR,,,,,8470147.0,,2019-10-06 23:25:45,slap,False,False,False
A. Svechnikov,RW,46.52956049652737,L,48.0,-22.0,False,CAR,Shot,2,451.0,2019020031,8480830.0,2019020031_194,REGULAR,,,,,8470147.0,,2019-10-06 23:26:26,snap,False,False,False
D. Hamilton,D,64.51356446515724,R,28.0,-21.0,False,CAR,Missed Shot,2,397.0,2019020031,8476462.0,2019020031_199,REGULAR,wide of net,,,,,,2019-10-06 23:28:03,,True,False,False
A. Svechnikov,RW,23.853720883753127,L,69.0,13.0,False,CAR,Missed Shot,2,378.0,2019020031,8480830.0,2019020031_202,REGULAR,wide of net,,,,,,2019-10-06 23:28:21,,True,False,False
E. Haula,LW,6.0,L,83.0,0.0,True,CAR,Goal,2,371.0,2019020031,8475287.0,2019020031_203,REGULAR,,8476288.0,8476462.0,,8470147.0,8475287.0,2019-10-06 23:28:45,backhand,False,False,False
W. Foegele,LW,5.0,L,89.0,-5.0,False,CAR,Shot,2,348.0,2019020031,8477998.0,2019020031_207,REGULAR,,,,,8470147.0,,2019-10-06 23:30:01,wrap-around,False,False,False
N. Niederreiter,RW,51.0098029794274,L,38.0,-1.0,False,CAR,Shot,2,281.0,2019020031,8475799.0,2019020031_214,REGULAR,,,,,8470147.0,,2019-10-06 23:34:10,snap,False,False,False
T. Teravainen,LW,25.05992817228333,L,67.0,12.0,False,CAR,Shot,2,276.0,2019020031,8476882.0,2019020031_217,REGULAR,,,,,8470147.0,,2019-10-06 23:34:43,deflected,False,False,False
J. Slavin,D,12.649110640673518,L,85.0,-12.0,False,CAR,Shot,2,270.0,2019020031,8476958.0,2019020031_220,REGULAR,,,,,8470147.0,,2019-10-06 23:35:35,snap,False,False,False
J. Slavin,D,55.00909015790027,L,34.0,-1.0,False,CAR,Shot,2,264.0,2019020031,8476958.0,2019020031_221,REGULAR,,,,,8470147.0,,2019-10-06 23:35:23,slap,False,False,False
A. Svechnikov,RW,46.647615158762406,L,49.0,24.0,False,CAR,Shot,2,254.0,2019020031,8480830.0,2019020031_226,REGULAR,,,,,8470147.0,,2019-10-06 23:37:13,wrist,False,False,False
B. Pesce,D,16.64331697709324,R,75.0,-9.0,False,CAR,Shot,2,172.0,2019020031,8477488.0,2019020031_231,REGULAR,,,,,8470147.0,,2019-10-06 23:39:21,wrist,False,False,False
W. Foegele,LW,46.238512086787566,L,46.0,-17.0,False,CAR,Shot,2,104.0,2019020031,8477998.0,2019020031_233,REGULAR,,,,,8470147.0,,2019-10-06 23:40:29,snap,False,False,False
S. Aho,RW,37.12142238654117,L,56.0,-17.0,False,CAR,Missed Shot,2,70.0,2019020031,8478427.0,2019020031_238,REGULAR,goalpost,,,,,,2019-10-06 23:41:42,,True,False,False
N. Niederreiter,RW,5.830951894845301,L,86.0,-5.0,False,CAR,Shot,2,65.0,2019020031,8475799.0,2019020031_239,REGULAR,,,,,8470147.0,,2019-10-06 23:41:51,wrist,False,False,False
A. Svechnikov,RW,33.015148038438355,L,62.0,19.0,False,CAR,Missed Shot,3,1118.0,2019020031,8480830.0,2019020031_249,REGULAR,wide of net,,,,,,2019-10-07 00:03:25,,True,False,False
W. Foegele,LW,16.0312195418814,L,73.0,1.0,False,CAR,Shot,3,1063.0,2019020031,8477998.0,2019020031_250,REGULAR,,,,,8470147.0,,2019-10-07 00:04:21,backhand,False,False,False
J. Gardiner,D,71.69379331573968,L,27.0,36.0,False,CAR,Shot,3,1022.0,2019020031,8474581.0,2019020031_256,REGULAR,,,,,8470147.0,,2019-10-07 00:05:30,slap,False,False,False
S. Stamkos,C,52.773099207835045,R,42.0,24.0,False,TBL,Shot,3,986.0,2019020031,8474564.0,2019020031_260,REGULAR,,,,,8475852.0,,2019-10-07 00:06:40,snap,False,False,False
V. Hedman,D,40.80441152620633,L,50.0,-12.0,False,TBL,Shot,3,984.0,2019020031,8475167.0,2019020031_261,REGULAR,,,,,8475852.0,,2019-10-07 00:06:57,wrist,False,False,False
J. Slavin,D,59.13543776789008,L,30.0,4.0,False,CAR,Missed Shot,3,941.0,2019020031,8476958.0,2019020031_269,REGULAR,wide of net,,,,,,2019-10-07 00:09:10,,True,False,False
N. Kucherov,RW,50.0,L,49.0,-30.0,False,TBL,Missed Shot,3,815.0,2019020031,8476453.0,2019020031_274,REGULAR,wide of net,,,,,,2019-10-07 00:12:36,,True,False,False
S. Aho,RW,27.80287754891569,L,67.0,17.0,False,CAR,Shot,3,524.0,2019020031,8478427.0,2019020031_287,REGULAR,,,,,8470147.0,,2019-10-07 00:20:08,backhand,False,False,False
T. Johnson,C,22.47220505424423,R,70.0,-12.0,False,TBL,Missed Shot,3,492.0,2019020031,8474870.0,2019020031_289,REGULAR,wide of net,,,,,,2019-10-07 00:20:40,,True,False,False
T. Teravainen,LW,43.41658669218482,L,51.0,21.0,False,CAR,Shot,3,478.0,2019020031,8476882.0,2019020031_290,REGULAR,,,,,8470147.0,,2019-10-07 00:20:53,snap,False,False,False
H. Fleury,D,57.0087712549569,L,36.0,-21.0,False,CAR,Shot,3,457.0,2019020031,8477938.0,2019020031_294,REGULAR,,,,,8470147.0,,2019-10-07 00:21:54,slap,False,False,False
L. Wallmark,C,5.385164807134504,L,84.0,-2.0,False,CAR,Shot,3,456.0,2019020031,8478027.0,2019020031_295,REGULAR,,,,,8470147.0,,2019-10-07 00:23:14,wrist,False,False,False
D. Hamilton,D,52.952809179494906,R,37.0,10.0,True,CAR,Goal,3,432.0,2019020031,8476462.0,2019020031_299,REGULAR,,8476882.0,8480830.0,,8470147.0,8476462.0,2019-10-07 00:24:33,slap,False,False,False
H. Fleury,D,54.20332093147061,L,46.0,-33.0,False,CAR,Missed Shot,3,401.0,2019020031,8477938.0,2019020031_306,REGULAR,goalpost,,,,,,2019-10-07 00:27:26,,True,False,False
L. Wallmark,C,41.67733196834941,L,68.0,36.0,False,CAR,Missed Shot,3,247.0,2019020031,8478027.0,2019020031_324,REGULAR,wide of net,,,,,,2019-10-07 00:34:19,,True,False,False
A. Svechnikov,RW,25.495097567963924,L,78.0,-23.0,False,CAR,Shot,3,114.0,2019020031,8480830.0,2019020031_329,REGULAR,,,,,8470147.0,,2019-10-07 00:36:57,snap,False,False,False
D. Hamilton,D,27.65863337187866,R,71.0,21.0,False,CAR,Shot,4,237.0,2019020031,8476462.0,2019020031_344,OVERTIME,,,,,8470147.0,,2019-10-07 00:44:26,snap,False,False,False
T. Teravainen,LW,26.248809496813376,L,64.0,-8.0,False,CAR,Shot,4,233.0,2019020031,8476882.0,2019020031_345,OVERTIME,,,,,8470147.0,,2019-10-07 00:44:35,wrist,False,False,False
J. Gardiner,D,41.23105625617661,L,57.0,-26.0,False,CAR,Missed Shot,4,222.0,2019020031,8474581.0,2019020031_350,OVERTIME,wide of net,,,,,,2019-10-07 00:46:24,,True,False,False
J. Slavin,D,32.55764119219941,L,65.0,-22.0,True,CAR,Goal,4,187.0,2019020031,8476958.0,2019020031_355,OVERTIME,,8473533.0,,,8470147.0,8476958.0,2019-10-07 00:47:36,snap,False,False,True
V. Gavrikov,D,37.8021163428716,L,59.0,23.0,False,CBJ,Shot,1,1089.0,2019020068,8478882.0,2019020068_5,REGULAR,,,,,8473503.0,,2019-10-13 00:10:21,wrist,False,False,False
L. Wallmark,C,40.79215610874228,L,49.0,-8.0,False,CAR,Shot,1,1031.0,2019020068,8478027.0,2019020068_6,REGULAR,,,,,8476914.0,,2019-10-13 00:11:19,wrist,False,False,False
S. Jones,D,48.84669896727925,R,44.0,-19.0,False,CBJ,Shot,1,1002.0,2019020068,8477495.0,2019020068_8,REGULAR,,,,,8473503.0,,2019-10-13 00:11:48,snap,False,False,False
Z. Werenski,D,120.30378215168466,L,-28.0,28.0,False,CBJ,Shot,1,996.0,2019020068,8478460.0,2019020068_9,REGULAR,,,,,8473503.0,,2019-10-13 00:11:58,snap,False,False,False
T. Teravainen,LW,43.01162633521314,L,54.0,-25.0,False,CAR,Missed Shot,1,891.0,2019020068,8476882.0,2019020068_23,REGULAR,wide of net,,,,,,2019-10-13 00:16:52,,True,False,False
A. Svechnikov,RW,35.17101079013795,L,55.0,9.0,False,CAR,Shot,1,872.0,2019020068,8480830.0,2019020068_24,REGULAR,,,,,8476914.0,,2019-10-13 00:17:12,snap,False,False,False
J. Gardiner,D,57.77542730261716,L,36.0,-23.0,False,CAR,Shot,1,830.0,2019020068,8474581.0,2019020068_25,REGULAR,,,,,8476914.0,,2019-10-13 00:17:56,wrist,False,False,False
S. Aho,RW,3.605551275463989,L,87.0,-3.0,False,CAR,Shot,1,752.0,2019020068,8478427.0,2019020068_31,REGULAR,,,,,8476914.0,,2019-10-13 00:19:42,wrap-around,False,False,False
C. Atkinson,RW,91.48223871331528,R,1.0,-25.0,False,CBJ,Shot,1,746.0,2019020068,8474715.0,2019020068_32,REGULAR,,,,,8473503.0,,2019-10-13 00:20:00,wrist,False,False,False
M. Nutivaara,D,66.57326790837296,L,33.0,-36.0,False,CBJ,Shot,1,739.0,2019020068,8478906.0,2019020068_35,REGULAR,,,,,8473503.0,,2019-10-13 00:22:15,wrist,False,False,False
B. Pesce,D,57.14017850864661,R,41.0,31.0,False,CAR,Missed Shot,1,680.0,2019020068,8477488.0,2019020068_39,REGULAR,over net,,,,,,2019-10-13 00:23:12,,True,False,False
A. Svechnikov,RW,22.02271554554524,L,67.0,1.0,False,CAR,Missed Shot,1,672.0,2019020068,8480830.0,2019020068_40,REGULAR,wide of net,,,,,,2019-10-13 00:23:20,,True,False,False
J. Staal,C,33.24154027718932,L,58.0,-12.0,False,CAR,Shot,1,662.0,2019020068,8473533.0,2019020068_41,REGULAR,,,,,8476914.0,,2019-10-13 00:23:31,snap,False,False,False
M. Nutivaara,D,7.211102550927978,L,83.0,-4.0,True,CBJ,Goal,1,583.0,2019020068,8478906.0,2019020068_48,REGULAR,,8476850.0,8477505.0,,8473503.0,8478906.0,2019-10-13 00:25:19,deflected,False,False,False
E. Haula,LW,50.93132631298737,L,52.0,35.0,False,CAR,Shot,1,560.0,2019020068,8475287.0,2019020068_50,REGULAR,,,,,8476914.0,,2019-10-13 00:26:27,wrist,False,False,False
E. Haula,LW,23.769728648009423,L,66.0,6.0,True,CAR,Goal,1,556.0,2019020068,8475287.0,2019020068_51,REGULAR,,8476288.0,8480039.0,,8476914.0,8475287.0,2019-10-13 00:26:35,wrist,False,False,False
J. Lilja,LW,37.44329045369811,L,58.0,21.0,False,CBJ,Shot,1,545.0,2019020068,8481650.0,2019020068_53,REGULAR,,,,,8473503.0,,2019-10-13 00:27:30,wrist,False,False,False
J. Staal,C,11.40175425099138,L,78.0,-3.0,False,CAR,Shot,1,494.0,2019020068,8473533.0,2019020068_62,REGULAR,,,,,8476914.0,,2019-10-13 00:31:52,tip-in,False,False,False
C. Atkinson,RW,12.529964086141668,R,83.0,-11.0,False,CBJ,Shot,1,473.0,2019020068,8474715.0,2019020068_69,REGULAR,,,,,8473503.0,,2019-10-13 00:33:21,backhand,False,False,False
G. Nyquist,RW,3.605551275463989,L,87.0,-3.0,False,CBJ,Shot,1,472.0,2019020068,8474679.0,2019020068_70,REGULAR,,,,,8473503.0,,2019-10-13 00:33:35,wrist,False,False,False
S. Jones,D,52.15361924162119,R,37.0,4.0,False,CBJ,Missed Shot,1,418.0,2019020068,8477495.0,2019020068_75,REGULAR,wide of net,,,,,,2019-10-13 00:34:50,,True,False,False
G. Nyquist,RW,34.655446902326915,L,65.0,25.0,False,CBJ,Missed Shot,1,405.0,2019020068,8474679.0,2019020068_76,REGULAR,wide of net,,,,,,2019-10-13 00:35:03,,True,False,False
A. Texier,C,12.16552506059644,L,91.0,-12.0,False,CBJ,Shot,1,317.0,2019020068,8480074.0,2019020068_80,REGULAR,,,,,8473503.0,,2019-10-13 00:36:32,wrist,False,False,False
B. Jenner,C,30.610455730027933,L,65.0,19.0,False,CBJ,Missed Shot,1,290.0,2019020068,8476432.0,2019020068_86,REGULAR,wide of net,,,,,,2019-10-13 00:39:37,,True,False,False
R. Nash,C,29.546573405388315,R,77.0,-27.0,False,CBJ,Missed Shot,1,288.0,2019020068,8474062.0,2019020068_87,REGULAR,wide of net,,,,,,2019-10-13 00:39:48,,True,False,False
J. Edmundson,D,14.142135623730953,L,87.0,14.0,False,CAR,Missed Shot,1,237.0,2019020068,8476441.0,2019020068_90,REGULAR,wide of net,,,,,,2019-10-13 00:40:31,,True,False,False
N. Foligno,LW,25.45584412271571,L,71.0,18.0,False,CBJ,Missed Shot,1,197.0,2019020068,8473422.0,2019020068_97,REGULAR,wide of net,,,,,,2019-10-13 00:42:18,,True,False,False
O. Bjorkstrand,RW,51.24451190127583,R,38.0,5.0,False,CBJ,Shot,1,162.0,2019020068,8477416.0,2019020068_98,REGULAR,,,,,8473503.0,,2019-10-13 00:42:56,snap,False,False,False
A. Texier,C,36.7967389859482,L,62.0,-25.0,False,CBJ,Missed Shot,1,134.0,2019020068,8480074.0,2019020068_103,REGULAR,wide of net,,,,,,2019-10-13 00:44:46,,True,False,False
N. Foligno,LW,30.01666203960727,L,59.0,-1.0,False,CBJ,Shot,1,101.0,2019020068,8473422.0,2019020068_105,REGULAR,,,,,8473503.0,,2019-10-13 00:46:21,wrist,False,False,False
D. Hamilton,D,42.2965719651132,R,47.0,-5.0,False,CAR,Shot,1,66.0,2019020068,8476462.0,2019020068_107,REGULAR,,,,,8476914.0,,2019-10-13 00:45:53,wrist,False,False,False
A. Svechnikov,RW,38.27531841800928,L,57.0,21.0,False,CAR,Shot,1,35.0,2019020068,8480830.0,2019020068_111,REGULAR,,,,,8476914.0,,2019-10-13 00:47:05,snap,False,False,False
N. Niederreiter,RW,32.55764119219941,L,67.0,24.0,False,CAR,Shot,2,1181.0,2019020068,8475799.0,2019020068_121,REGULAR,,,,,8476914.0,,2019-10-13 01:07:01,slap,False,False,False
A. Wennberg,C,50.99019513592785,L,51.0,34.0,False,CBJ,Shot,2,1175.0,2019020068,8477505.0,2019020068_122,REGULAR,,,,,8473503.0,,2019-10-13 01:07:11,wrist,False,False,False
C. Atkinson,RW,7.615773105863909,R,82.0,-3.0,False,CBJ,Shot,2,1165.0,2019020068,8474715.0,2019020068_125,REGULAR,,,,,8473503.0,,2019-10-13 01:07:47,snap,False,False,False
C. Atkinson,RW,10.198039027185567,R,87.0,-10.0,False,CBJ,Missed Shot,2,1164.0,2019020068,8474715.0,2019020068_126,REGULAR,wide of net,,,,,,2019-10-13 01:07:55,,True,False,False
B. Pesce,D,64.63745044476924,R,36.0,-37.0,False,CAR,Missed Shot,2,1148.0,2019020068,8477488.0,2019020068_127,REGULAR,over net,,,,,,2019-10-13 01:08:04,,True,False,False
S. Milano,LW,39.698866482558415,L,63.0,-30.0,False,CBJ,Shot,2,1049.0,2019020068,8477947.0,2019020068_131,REGULAR,,,,,8473503.0,,2019-10-13 01:10:10,wrist,False,False,False
W. Foegele,LW,19.313207915827967,L,71.0,7.0,False,CAR,Shot,2,1035.0,2019020068,8477998.0,2019020068_132,REGULAR,,,,,8476914.0,,2019-10-13 01:10:25,wrist,False,False,False
D. Hamilton,D,52.392747589718944,R,41.0,-21.0,True,CAR,Goal,2,1029.0,2019020068,8476462.0,2019020068_133,REGULAR,,8476958.0,8477998.0,,8476914.0,8476462.0,2019-10-13 01:10:33,slap,False,False,False
O. Bjorkstrand,RW,25.0,R,64.0,0.0,True,CBJ,Goal,2,1012.0,2019020068,8477416.0,2019020068_135,REGULAR,,8476850.0,8477505.0,,8473503.0,8477416.0,2019-10-13 01:11:31,wrist,False,False,False
J. Edmundson,D,12.083045973594572,L,78.0,-5.0,False,CAR,Shot,2,1004.0,2019020068,8476441.0,2019020068_137,REGULAR,,,,,8476914.0,,2019-10-13 01:12:23,wrist,False,False,False
J. Staal,C,6.082762530298219,L,83.0,1.0,False,CAR,Shot,2,1003.0,2019020068,8473533.0,2019020068_138,REGULAR,,,,,8476914.0,,2019-10-13 01:12:45,backhand,False,False,False
H. Fleury,D,65.0,L,29.0,-25.0,False,CAR,Shot,2,994.0,2019020068,8477938.0,2019020068_141,REGULAR,,,,,8476914.0,,2019-10-13 01:13:14,slap,False,False,False
D. Savard,D,39.56008088970496,R,75.0,-37.0,False,CBJ,Shot,2,984.0,2019020068,8475233.0,2019020068_143,REGULAR,,,,,8473503.0,,2019-10-13 01:13:26,snap,False,False,False
P. Dubois,C,32.984845004941285,L,57.0,-8.0,False,CBJ,Missed Shot,2,955.0,2019020068,8479400.0,2019020068_147,REGULAR,wide of net,,,,,,2019-10-13 01:14:26,,True,False,False
S. Milano,LW,54.589376255824725,L,41.0,-26.0,False,CBJ,Missed Shot,2,915.0,2019020068,8477947.0,2019020068_151,REGULAR,wide of net,,,,,,2019-10-13 01:15:08,,True,False,False
W. Foegele,LW,24.698178070456937,L,66.0,9.0,False,CAR,Shot,2,902.0,2019020068,8477998.0,2019020068_152,REGULAR,,,,,8476914.0,,2019-10-13 01:15:20,wrist,False,False,False
S. Aho,RW,10.295630140987,L,80.0,-5.0,False,CAR,Shot,2,789.0,2019020068,8478427.0,2019020068_164,REGULAR,,,,,8476914.0,,2019-10-13 01:19:04,wrist,False,False,False
R. Murray,D,33.83784863137726,L,61.0,19.0,False,CBJ,Shot,2,744.0,2019020068,8476850.0,2019020068_166,REGULAR,,,,,8473503.0,,2019-10-13 01:19:48,snap,False,False,False
C. Atkinson,RW,28.284271247461906,R,69.0,20.0,False,CBJ,Shot,2,739.0,2019020068,8474715.0,2019020068_169,REGULAR,,,,,8473503.0,,2019-10-13 01:22:15,wrist,False,False,False
C. Atkinson,RW,15.811388300841896,R,84.0,15.0,False,CBJ,Shot,2,738.0,2019020068,8474715.0,2019020068_170,REGULAR,,,,,8473503.0,,2019-10-13 01:22:29,wrist,False,False,False
N. Niederreiter,RW,19.026297590440446,L,70.0,-1.0,False,CAR,Missed Shot,2,611.0,2019020068,8475799.0,2019020068_179,REGULAR,wide of net,,,,,,2019-10-13 01:25:01,,True,False,False
R. Dzingel,LW,46.14108798023731,L,49.0,23.0,False,CAR,Shot,2,594.0,2019020068,8476288.0,2019020068_181,REGULAR,,,,,8476914.0,,2019-10-13 01:25:17,slap,False,False,False
J. Gardiner,D,73.78346698278686,L,27.0,40.0,False,CAR,Shot,2,459.0,2019020068,8474581.0,2019020068_189,REGULAR,,,,,8476914.0,,2019-10-13 01:30:17,slap,False,False,False
S. Jones,D,26.1725046566048,R,63.0,3.0,False,CBJ,Shot,2,413.0,2019020068,8477495.0,2019020068_196,REGULAR,,,,,8473503.0,,2019-10-13 01:32:06,wrist,False,False,False
R. Nash,C,8.06225774829855,R,82.0,4.0,False,CBJ,Shot,2,355.0,2019020068,8474062.0,2019020068_199,REGULAR,,,,,8473503.0,,2019-10-13 01:33:09,deflected,False,False,False
P. Dubois,C,37.12142238654117,L,56.0,17.0,False,CBJ,Missed Shot,2,282.0,2019020068,8479400.0,2019020068_204,REGULAR,hit crossbar,,,,,,2019-10-13 01:36:31,,True,False,False
G. Nyquist,RW,36.89173349139343,L,58.0,-20.0,False,CBJ,Shot,2,269.0,2019020068,8474679.0,2019020068_205,REGULAR,,,,,8473503.0,,2019-10-13 01:36:44,slap,False,False,False
P. Dubois,C,36.05551275463989,L,59.0,20.0,False,CBJ,Shot,2,256.0,2019020068,8479400.0,2019020068_206,REGULAR,,,,,8473503.0,,2019-10-13 01:36:55,snap,False,False,False
C. Atkinson,RW,27.784887978899608,R,65.0,-14.0,False,CBJ,Shot,2,252.0,2019020068,8474715.0,2019020068_207,REGULAR,,,,,8473503.0,,2019-10-13 01:37:01,wrist,False,False,False
O. Bjorkstrand,RW,30.23243291566195,R,64.0,-17.0,False,CBJ,Missed Shot,2,211.0,2019020068,8477416.0,2019020068_209,REGULAR,wide of net,,,,,,2019-10-13 01:37:41,,True,False,False
N. Niederreiter,RW,30.26549190084312,L,59.0,-4.0,False,CAR,Shot,2,131.0,2019020068,8475799.0,2019020068_216,REGULAR,,,,,8476914.0,,2019-10-13 01:39:37,wrist,False,False,False
Z. Werenski,D,21.95449840010015,L,70.0,11.0,False,CBJ,Missed Shot,2,27.0,2019020068,8478460.0,2019020068_226,REGULAR,wide of net,,,,,,2019-10-13 01:42:25,,True,False,False
P. Dubois,C,7.071067811865476,L,84.0,-5.0,True,CBJ,Goal,3,1125.0,2019020068,8479400.0,2019020068_236,REGULAR,,8474679.0,,,8473503.0,8479400.0,2019-10-13 02:02:50,backhand,False,False,True
E. Bemstrom,C,35.11409973215888,R,77.0,-33.0,False,CBJ,Shot,3,1119.0,2019020068,8480205.0,2019020068_238,REGULAR,,,,,8473503.0,,2019-10-13 02:03:41,wrist,False,False,False
J. Slavin,D,63.8200595424354,L,37.0,-37.0,False,CAR,Shot,3,1035.0,2019020068,8476958.0,2019020068_244,REGULAR,,,,,8476914.0,,2019-10-13 02:05:33,slap,False,False,False
A. Wennberg,C,14.212670403551895,L,78.0,-9.0,False,CBJ,Shot,3,975.0,2019020068,8477505.0,2019020068_247,REGULAR,,,,,8473503.0,,2019-10-13 02:06:32,deflected,False,False,False
B. McGinn,LW,29.154759474226505,L,74.0,25.0,False,CAR,Shot,3,957.0,2019020068,8476934.0,2019020068_248,REGULAR,,,,,8476914.0,,2019-10-13 02:06:50,wrist,False,False,False
C. Atkinson,RW,60.30754513325841,R,43.0,-39.0,False,CBJ,Shot,3,914.0,2019020068,8474715.0,2019020068_252,REGULAR,,,,,8473503.0,,2019-10-13 02:08:02,wrist,False,False,False
S. Milano,LW,7.211102550927978,L,85.0,6.0,False,CBJ,Shot,3,871.0,2019020068,8477947.0,2019020068_257,REGULAR,,,,,8473503.0,,2019-10-13 02:10:18,wrist,False,False,False
B. Pesce,D,60.8276253029822,R,35.0,-28.0,False,CAR,Shot,3,858.0,2019020068,8477488.0,2019020068_259,REGULAR,,,,,8476914.0,,2019-10-13 02:10:31,wrist,False,False,False
B. Pesce,D,40.45985664828782,R,63.0,-31.0,False,CAR,Shot,3,854.0,2019020068,8477488.0,2019020068_262,REGULAR,,,,,8476914.0,,2019-10-13 02:11:08,snap,False,False,False
D. Hamilton,D,69.77105417004964,R,27.0,-32.0,False,CAR,Shot,3,803.0,2019020068,8476462.0,2019020068_266,REGULAR,,,,,8476914.0,,2019-10-13 02:14:09,slap,False,False,False
A. Texier,C,32.64965543462902,L,64.0,21.0,False,CBJ,Missed Shot,3,725.0,2019020068,8480074.0,2019020068_270,REGULAR,wide of net,,,,,,2019-10-13 02:15:28,,True,False,False
Z. Werenski,D,69.31810730249349,L,27.0,31.0,False,CBJ,Missed Shot,3,668.0,2019020068,8478460.0,2019020068_274,REGULAR,wide of net,,,,,,2019-10-13 02:17:00,,True,False,False
D. Hamilton,D,68.0294054067798,R,27.0,-28.0,False,CAR,Shot,3,621.0,2019020068,8476462.0,2019020068_278,REGULAR,,,,,8476914.0,,2019-10-13 02:18:36,slap,False,False,False
D. Hamilton,D,181.9945054115645,R,-92.0,-19.0,False,CAR,Shot,3,522.0,2019020068,8476462.0,2019020068_285,REGULAR,,,,,8476914.0,,2019-10-13 02:22:40,wrist,False,False,False
Z. Werenski,D,83.15046602394962,L,6.0,-5.0,False,CBJ,Shot,3,504.0,2019020068,8478460.0,2019020068_289,REGULAR,,,,,8473503.0,,2019-10-13 02:23:28,wrist,False,False,False
V. Gavrikov,D,56.61271941887264,L,43.0,33.0,False,CBJ,Shot,3,468.0,2019020068,8478882.0,2019020068_293,REGULAR,,,,,8473503.0,,2019-10-13 02:24:31,snap,False,False,False
J. Slavin,D,53.14132102234569,L,39.0,-18.0,False,CAR,Shot,3,448.0,2019020068,8476958.0,2019020068_296,REGULAR,,,,,8476914.0,,2019-10-13 02:24:50,snap,False,False,False
E. Haula,LW,48.38388161361178,L,43.0,15.0,False,CAR,Missed Shot,3,426.0,2019020068,8475287.0,2019020068_297,REGULAR,wide of net,,,,,,2019-10-13 02:25:12,,True,False,False
R. Murray,D,64.03124237432849,L,39.0,40.0,False,CBJ,Shot,3,406.0,2019020068,8476850.0,2019020068_302,REGULAR,,,,,8473503.0,,2019-10-13 02:26:08,snap,False,False,False
B. Pesce,D,55.22680508593631,R,42.0,-29.0,False,CAR,Shot,3,390.0,2019020068,8477488.0,2019020068_307,REGULAR,,,,,8476914.0,,2019-10-13 02:27:10,wrist,False,False,False
Z. Werenski,D,43.08131845707603,L,73.0,40.0,False,CBJ,Shot,3,300.0,2019020068,8478460.0,2019020068_315,REGULAR,,,,,8473503.0,,2019-10-13 02:29:42,snap,False,False,False
