name,pos,dist,hand,st_x,st_y,goal,team,event,period,period_time_remaining,game_id,player_id,shot_id,period_type,miss_loc,assist,assist2,blocker,goalie,scorer,date_time,shot_type,missed_net,empty,gw
T. Terry,RW,107.33592129385204,R,-11.0,-39.0,False,ANA,Shot,2,153.0,2019020804,8478873.0,2019020804_217,REGULAR,,,,,8471734.0,,2020-02-02 05:10:36,wrist,False,False,False
A. Kopitar,C,38.948684188300895,L,63.0,-29.0,False,LAK,Shot,2,55.0,2019020804,8471685.0,2019020804_221,REGULAR,,,,,8468011.0,,2020-02-02 05:12:31,snap,False,False,False
M. Roy,D,77.62087348130012,R,17.0,-29.0,False,LAK,Shot,2,35.0,2019020804,8478911.0,2019020804_224,REGULAR,,,,,8468011.0,,2020-02-02 05:12:51,slap,False,False,False
J. Carter,C,22.36067977499789,R,69.0,10.0,False,LAK,Shot,2,30.0,2019020804,8470604.0,2019020804_225,REGULAR,,,,,8468011.0,,2020-02-02 05:12:57,wrist,False,False,False
J. Carter,C,37.21558813185679,R,52.0,-4.0,False,LAK,Shot,2,14.0,2019020804,8470604.0,2019020804_227,REGULAR,,,,,8468011.0,,2020-02-02 05:13:12,backhand,False,False,False
D. Forbort,D,60.53924347066124,L,37.0,31.0,False,LAK,Missed Shot,3,1170.0,2019020804,8475762.0,2019020804_235,REGULAR,wide of net,,,,,,2020-02-02 05:32:29,,True,False,False
B. Hutton,D,50.0,L,41.0,14.0,False,LAK,Shot,3,1130.0,2019020804,8477018.0,2019020804_240,REGULAR,,,,,8468011.0,,2020-02-02 05:33:39,wrist,False,False,False
K. MacDermid,D,55.94640292279746,L,40.0,27.0,False,LAK,Missed Shot,3,1120.0,2019020804,8477073.0,2019020804_243,REGULAR,wide of net,,,,,,2020-02-02 05:34:27,,True,False,False
K. MacDermid,D,38.01315561749642,L,55.0,17.0,False,LAK,Shot,3,1112.0,2019020804,8477073.0,2019020804_244,REGULAR,,,,,8468011.0,,2020-02-02 05:34:34,snap,False,False,False
A. Martinez,D,56.32051136131489,L,35.0,16.0,False,LAK,Shot,3,1101.0,2019020804,8474166.0,2019020804_247,REGULAR,,,,,8468011.0,,2020-02-02 05:35:14,slap,False,False,False
A. Wagner,LW,37.0,L,54.0,-12.0,False,LAK,Missed Shot,3,1091.0,2019020804,8478455.0,2019020804_248,REGULAR,wide of net,,,,,,2020-02-02 05:35:25,,True,False,False
A. Kempe,LW,26.0,L,65.0,10.0,False,LAK,Shot,3,1026.0,2019020804,8477960.0,2019020804_251,REGULAR,,,,,8468011.0,,2020-02-02 05:36:29,snap,False,False,False
A. Kopitar,C,24.166091947189145,L,67.0,10.0,False,LAK,Shot,3,1007.0,2019020804,8471685.0,2019020804_254,REGULAR,,,,,8468011.0,,2020-02-02 05:37:33,wrist,False,False,False
M. Roy,D,10.816653826391969,R,80.0,6.0,False,LAK,Missed Shot,3,975.0,2019020804,8478911.0,2019020804_256,REGULAR,wide of net,,,,,,2020-02-02 05:38:04,,True,False,False
N. Ritchie,LW,26.0768096208106,L,63.0,-2.0,False,ANA,Shot,3,940.0,2019020804,8477941.0,2019020804_258,REGULAR,,,,,8471734.0,,2020-02-02 05:38:48,wrist,False,False,False
D. Grant,C,15.132745950421556,L,87.0,-15.0,False,ANA,Missed Shot,3,867.0,2019020804,8474683.0,2019020804_262,REGULAR,wide of net,,,,,,2020-02-02 05:39:53,,True,False,False
S. Steel,C,29.698484809834994,L,68.0,21.0,False,ANA,Shot,3,833.0,2019020804,8479351.0,2019020804_263,REGULAR,,,,,8471734.0,,2020-02-02 05:40:27,wrist,False,False,False
D. Brown,RW,21.95449840010015,R,70.0,11.0,False,LAK,Shot,3,770.0,2019020804,8470606.0,2019020804_270,REGULAR,,,,,8468011.0,,2020-02-02 05:44:15,snap,False,False,False
J. Silfverberg,RW,21.95449840010015,R,70.0,11.0,False,ANA,Missed Shot,3,754.0,2019020804,8475164.0,2019020804_271,REGULAR,wide of net,,,,,,2020-02-02 05:44:32,,True,False,False
M. Roy,D,52.354560450833695,R,43.0,-25.0,False,LAK,Shot,3,642.0,2019020804,8478911.0,2019020804_278,REGULAR,,,,,8468011.0,,2020-02-02 05:47:35,slap,False,False,False
S. Steel,C,31.78049716414141,L,60.0,-13.0,False,ANA,Shot,3,626.0,2019020804,8479351.0,2019020804_282,REGULAR,,,,,8471734.0,,2020-02-02 05:48:43,wrist,False,False,False
T. Toffoli,C,80.09993757800315,R,9.0,-4.0,False,LAK,Shot,3,588.0,2019020804,8475726.0,2019020804_283,REGULAR,,,,,8468011.0,,2020-02-02 05:49:22,slap,False,False,False
A. Kempe,LW,30.26549190084312,L,59.0,-4.0,False,LAK,Shot,3,569.0,2019020804,8477960.0,2019020804_284,REGULAR,,,,,8468011.0,,2020-02-02 05:49:40,snap,False,False,False
J. Carter,C,56.824290580701486,R,39.0,27.0,False,LAK,Shot,3,561.0,2019020804,8470604.0,2019020804_285,REGULAR,,,,,8468011.0,,2020-02-02 05:49:49,slap,False,False,False
T. Toffoli,C,11.40175425099138,R,82.0,9.0,False,LAK,Shot,3,554.0,2019020804,8475726.0,2019020804_287,REGULAR,,,,,8468011.0,,2020-02-02 05:49:59,backhand,False,False,False
C. Rowney,RW,17.72004514666935,R,72.0,-5.0,False,ANA,Shot,3,503.0,2019020804,8477240.0,2019020804_293,REGULAR,,,,,8471734.0,,2020-02-02 05:53:48,snap,False,False,False
T. Toffoli,C,35.4400902933387,R,79.0,-34.0,False,LAK,Shot,3,467.0,2019020804,8475726.0,2019020804_295,REGULAR,,,,,8468011.0,,2020-02-02 05:54:25,wrist,False,False,False
B. Hutton,D,41.23105625617661,L,73.0,-38.0,False,LAK,Shot,3,446.0,2019020804,8477018.0,2019020804_301,REGULAR,,,,,8468011.0,,2020-02-02 05:56:16,snap,False,False,False
D. Brown,RW,33.24154027718932,R,77.0,31.0,False,LAK,Missed Shot,3,369.0,2019020804,8470606.0,2019020804_309,REGULAR,wide of net,,,,,,2020-02-02 05:59:11,,True,False,False
K. MacDermid,D,46.84015371452148,L,44.0,13.0,False,LAK,Shot,3,330.0,2019020804,8477073.0,2019020804_312,REGULAR,,,,,8468011.0,,2020-02-02 05:59:50,snap,False,False,False
K. MacDermid,D,55.15432893255071,L,38.0,21.0,False,LAK,Shot,3,299.0,2019020804,8477073.0,2019020804_315,REGULAR,,,,,8468011.0,,2020-02-02 06:00:22,wrist,False,False,False
S. Walker,D,54.12023651093924,R,37.0,-15.0,False,LAK,Shot,3,293.0,2019020804,8480336.0,2019020804_316,REGULAR,,,,,8468011.0,,2020-02-02 06:00:30,slap,False,False,False
B. Hutton,D,42.01190307520001,L,47.0,-1.0,False,LAK,Shot,3,214.0,2019020804,8477018.0,2019020804_320,REGULAR,,,,,8468011.0,,2020-02-02 06:04:34,wrist,False,False,False
N. Ritchie,LW,60.03332407921454,L,29.0,-2.0,False,ANA,Missed Shot,3,167.0,2019020804,8477941.0,2019020804_323,REGULAR,wide of net,,,,,,2020-02-02 06:05:20,,True,False,False
T. Toffoli,C,11.704699910719626,R,78.0,-4.0,False,LAK,Missed Shot,3,84.0,2019020804,8475726.0,2019020804_328,REGULAR,over net,,,,,,2020-02-02 06:07:38,,True,False,False
M. Roy,D,55.31726674375732,R,35.0,12.0,False,LAK,Missed Shot,3,71.0,2019020804,8478911.0,2019020804_333,REGULAR,wide of net,,,,,,2020-02-02 06:09:53,,True,False,False
M. Roy,D,51.97114584074513,R,38.0,10.0,False,LAK,Shot,3,33.0,2019020804,8478911.0,2019020804_339,REGULAR,,,,,8468011.0,,2020-02-02 06:10:59,snap,False,False,False
J. Carter,C,21.40093455903269,R,72.0,13.0,False,LAK,Missed Shot,3,6.0,2019020804,8470604.0,2019020804_342,REGULAR,wide of net,,,,,,2020-02-02 06:11:50,,True,False,False
R. Getzlaf,C,33.97057550292606,R,64.0,-23.0,False,ANA,Shot,1,1154.0,2019020839,8470612.0,2019020839_6,REGULAR,,,,,8475789.0,,2020-02-08 00:09:44,wrist,False,False,False
E. Gudbranson,D,62.76941930590086,R,35.0,-32.0,False,ANA,Shot,1,1124.0,2019020839,8475790.0,2019020839_12,REGULAR,,,,,8475789.0,,2020-02-08 00:10:40,snap,False,False,False
M. Marner,C,51.0881590977792,R,50.0,-33.0,False,TOR,Shot,1,1115.0,2019020839,8478483.0,2019020839_13,REGULAR,,,,,8468011.0,,2020-02-08 00:10:49,slap,False,False,False
K. Clifford,LW,35.34119409414458,L,74.0,-32.0,False,TOR,Shot,1,1088.0,2019020839,8475160.0,2019020839_20,REGULAR,,,,,8468011.0,,2020-02-08 00:12:26,backhand,False,False,False
T. Terry,RW,29.42787793912432,R,60.0,-5.0,False,ANA,Missed Shot,1,1058.0,2019020839,8478873.0,2019020839_24,REGULAR,goalpost,,,,,,2020-02-08 00:12:56,,True,False,False
P. Engvall,LW,39.66106403010388,L,56.0,22.0,False,TOR,Shot,1,1033.0,2019020839,8478115.0,2019020839_26,REGULAR,,,,,8468011.0,,2020-02-08 00:13:21,wrist,False,False,False
T. Barrie,D,61.29437168288782,R,35.0,-29.0,False,TOR,Shot,1,994.0,2019020839,8475197.0,2019020839_30,REGULAR,,,,,8468011.0,,2020-02-08 00:14:24,wrist,False,False,False
A. Johnsson,LW,21.18962010041709,L,82.0,-20.0,True,TOR,Goal,1,924.0,2019020839,8477341.0,2019020839_33,REGULAR,,8478483.0,8479318.0,,8468011.0,8477341.0,2020-02-08 00:15:34,wrist,False,False,False
A. Matthews,C,9.055385138137416,L,88.0,-9.0,False,TOR,Shot,1,904.0,2019020839,8479318.0,2019020839_37,REGULAR,,,,,8468011.0,,2020-02-08 00:17:03,wrap-around,False,False,False
J. Silfverberg,RW,39.81205847478876,R,72.0,-36.0,False,ANA,Missed Shot,1,822.0,2019020839,8475164.0,2019020839_46,REGULAR,wide of net,,,,,,2020-02-08 00:19:17,,True,False,False
Z. Hyman,C,32.202484376209235,R,70.0,-26.0,False,TOR,Shot,1,747.0,2019020839,8475786.0,2019020839_48,REGULAR,,,,,8468011.0,,2020-02-08 00:20:32,wrist,False,False,False
J. Tavares,C,47.16990566028302,L,64.0,40.0,False,TOR,Missed Shot,1,733.0,2019020839,8475166.0,2019020839_49,REGULAR,wide of net,,,,,,2020-02-08 00:20:46,,True,False,False
N. Deslauriers,LW,24.698178070456937,L,76.0,-21.0,True,ANA,Goal,1,564.0,2019020839,8475235.0,2019020839_63,REGULAR,,8475764.0,8474641.0,,8475789.0,8475235.0,2020-02-08 00:26:53,snap,False,False,False
P. Engvall,LW,54.81788029466298,L,36.0,14.0,False,TOR,Shot,1,494.0,2019020839,8478115.0,2019020839_70,REGULAR,,,,,8468011.0,,2020-02-08 00:29:14,wrist,False,False,False
J. Larsson,D,55.22680508593631,L,42.0,29.0,False,ANA,Shot,1,400.0,2019020839,8478491.0,2019020839_81,REGULAR,,,,,8475789.0,,2020-02-08 00:33:33,snap,False,False,False
R. Sandin,D,56.356011214421486,L,39.0,26.0,False,TOR,Missed Shot,1,363.0,2019020839,8480873.0,2019020839_84,REGULAR,wide of net,,,,,,2020-02-08 00:34:08,,True,False,False
H. Lindholm,D,150.05332385522155,L,-61.0,-4.0,False,ANA,Shot,1,211.0,2019020839,8476854.0,2019020839_96,REGULAR,,,,,8475789.0,,2020-02-08 00:40:53,backhand,False,False,False
T. Barrie,D,58.00862004909271,R,31.0,-1.0,False,TOR,Shot,1,188.0,2019020839,8475197.0,2019020839_97,REGULAR,,,,,8468011.0,,2020-02-08 00:41:16,slap,False,False,False
T. Barrie,D,59.682493245507096,R,30.0,-9.0,False,TOR,Missed Shot,1,152.0,2019020839,8475197.0,2019020839_98,REGULAR,wide of net,,,,,,2020-02-08 00:41:52,,True,False,False
A. Henrique,C,33.61547262794322,L,60.0,17.0,False,ANA,Shot,1,108.0,2019020839,8474641.0,2019020839_100,REGULAR,,,,,8475789.0,,2020-02-08 00:42:36,wrist,False,False,False
F. Gauthier,C,17.46424919657298,L,72.0,-4.0,False,TOR,Shot,1,98.0,2019020839,8477512.0,2019020839_101,REGULAR,,,,,8468011.0,,2020-02-08 00:42:46,backhand,False,False,False
H. Lindholm,D,61.326992425847855,L,33.0,25.0,False,ANA,Shot,1,38.0,2019020839,8476854.0,2019020839_108,REGULAR,,,,,8475789.0,,2020-02-08 00:45:30,wrist,False,False,False
M. Marner,C,21.37755832643195,R,68.0,4.0,False,TOR,Missed Shot,2,1155.0,2019020839,8478483.0,2019020839_117,REGULAR,wide of net,,,,,,2020-02-08 01:05:47,,True,False,False
C. Fowler,D,62.64982043070834,L,32.0,-26.0,False,ANA,Shot,2,1113.0,2019020839,8475764.0,2019020839_118,REGULAR,,,,,8475789.0,,2020-02-08 01:06:27,wrist,False,False,False
T. Barrie,D,57.723478758647246,R,33.0,-14.0,False,TOR,Missed Shot,2,1078.0,2019020839,8475197.0,2019020839_119,REGULAR,wide of net,,,,,,2020-02-08 01:07:03,,True,False,False
R. Sandin,D,56.61271941887264,L,35.0,-17.0,False,TOR,Shot,2,1008.0,2019020839,8480873.0,2019020839_124,REGULAR,,,,,8468011.0,,2020-02-08 01:09:29,wrist,False,False,False
M. Marner,C,32.7566787083184,R,57.0,7.0,False,TOR,Shot,2,999.0,2019020839,8478483.0,2019020839_127,REGULAR,,,,,8468011.0,,2020-02-08 01:10:05,wrist,False,False,False
J. Tavares,C,24.020824298928627,L,65.0,-1.0,True,TOR,Goal,2,982.0,2019020839,8475166.0,2019020839_128,REGULAR,,8479318.0,8475786.0,,8468011.0,8475166.0,2020-02-08 01:10:23,wrist,False,False,False
K. Kapanen,RW,24.839484696748443,R,73.0,-19.0,False,TOR,Shot,2,970.0,2019020839,8477953.0,2019020839_131,REGULAR,,,,,8468011.0,,2020-02-08 01:11:22,wrist,False,False,False
R. Rakell,C,29.73213749463701,R,61.0,10.0,False,ANA,Missed Shot,2,911.0,2019020839,8476483.0,2019020839_137,REGULAR,wide of net,,,,,,2020-02-08 01:12:54,,True,False,False
J. Tavares,C,13.892443989449804,L,82.0,-12.0,False,TOR,Shot,2,814.0,2019020839,8475166.0,2019020839_145,REGULAR,,,,,8468011.0,,2020-02-08 01:15:13,backhand,False,False,False
J. Holl,D,55.90169943749474,R,39.0,-25.0,False,TOR,Shot,2,729.0,2019020839,8475718.0,2019020839_150,REGULAR,,,,,8468011.0,,2020-02-08 01:19:01,wrist,False,False,False
J. Spezza,C,62.16912416947821,R,33.0,27.0,False,TOR,Shot,2,719.0,2019020839,8469455.0,2019020839_153,REGULAR,,,,,8468011.0,,2020-02-08 01:19:11,snap,False,False,False
R. Rakell,C,39.20459156782532,R,58.0,-24.0,False,ANA,Missed Shot,2,711.0,2019020839,8476483.0,2019020839_154,REGULAR,wide of net,,,,,,2020-02-08 01:19:19,,True,False,False
A. Matthews,C,18.867962264113206,L,79.0,16.0,False,TOR,Shot,2,678.0,2019020839,8479318.0,2019020839_156,REGULAR,,,,,8468011.0,,2020-02-08 01:19:52,wrist,False,False,False
M. Marner,C,12.083045973594572,R,84.0,-11.0,False,TOR,Shot,2,666.0,2019020839,8478483.0,2019020839_158,REGULAR,,,,,8468011.0,,2020-02-08 01:20:04,wrist,False,False,False
A. Matthews,C,27.784887978899608,L,65.0,-14.0,False,TOR,Shot,2,648.0,2019020839,8479318.0,2019020839_159,REGULAR,,,,,8468011.0,,2020-02-08 01:20:22,wrist,False,False,False
A. Johnsson,LW,9.433981132056603,L,84.0,-8.0,False,TOR,Shot,2,645.0,2019020839,8477341.0,2019020839_160,REGULAR,,,,,8468011.0,,2020-02-08 01:20:28,wrist,False,False,False
A. Matthews,C,17.11724276862369,L,72.0,2.0,False,TOR,Shot,2,629.0,2019020839,8479318.0,2019020839_161,REGULAR,,,,,8468011.0,,2020-02-08 01:20:41,tip-in,False,False,False
M. Jones,LW,41.400483088968905,L,64.0,-33.0,False,ANA,Missed Shot,2,613.0,2019020839,8479368.0,2019020839_164,REGULAR,wide of net,,,,,,2020-02-08 01:21:28,,True,False,False
O. Kase,RW,37.36308338453881,R,53.0,10.0,False,ANA,Shot,2,579.0,2019020839,8478131.0,2019020839_165,REGULAR,,,,,8475789.0,,2020-02-08 01:22:02,wrist,False,False,False
J. Silfverberg,RW,24.75883680627989,R,71.0,-17.0,False,ANA,Shot,2,532.0,2019020839,8475164.0,2019020839_171,REGULAR,,,,,8475789.0,,2020-02-08 01:26:01,wrist,False,False,False
T. Terry,RW,27.018512172212592,R,72.0,21.0,False,ANA,Shot,2,447.0,2019020839,8478873.0,2019020839_177,REGULAR,,,,,8475789.0,,2020-02-08 01:28:09,wrist,False,False,False
A. Matthews,C,26.40075756488817,L,73.0,-21.0,True,TOR,Goal,2,402.0,2019020839,8479318.0,2019020839_181,REGULAR,,8475166.0,8478483.0,,8468011.0,8479318.0,2020-02-08 01:29:31,slap,False,False,False
R. Getzlaf,C,18.027756377319943,R,74.0,10.0,False,ANA,Shot,2,382.0,2019020839,8470612.0,2019020839_183,REGULAR,,,,,8475789.0,,2020-02-08 01:30:34,backhand,False,False,False
J. Holl,D,74.24957912338628,R,22.0,-32.0,False,TOR,Shot,2,358.0,2019020839,8475718.0,2019020839_188,REGULAR,,,,,8468011.0,,2020-02-08 01:32:14,wrist,False,False,False
R. Sandin,D,44.553338819890925,L,45.0,-7.0,False,TOR,Missed Shot,2,239.0,2019020839,8480873.0,2019020839_194,REGULAR,wide of net,,,,,,2020-02-08 01:34:12,,True,False,False
K. Clifford,LW,12.083045973594572,L,78.0,5.0,False,TOR,Missed Shot,2,236.0,2019020839,8475160.0,2019020839_195,REGULAR,wide of net,,,,,,2020-02-08 01:34:19,,True,False,False
D. Timashov,LW,43.60045871318328,L,54.0,26.0,False,TOR,Shot,2,192.0,2019020839,8478857.0,2019020839_197,REGULAR,,,,,8468011.0,,2020-02-08 01:35:00,snap,False,False,False
C. Fowler,D,56.302753041036986,L,36.0,19.0,False,ANA,Shot,2,181.0,2019020839,8475764.0,2019020839_198,REGULAR,,,,,8475789.0,,2020-02-08 01:35:10,snap,False,False,False
C. Fowler,D,60.53924347066124,L,33.0,23.0,False,ANA,Shot,2,156.0,2019020839,8475764.0,2019020839_202,REGULAR,,,,,8475789.0,,2020-02-08 01:35:44,snap,False,False,False
N. Ritchie,LW,29.206163733020468,L,66.0,-18.0,False,ANA,Shot,2,93.0,2019020839,8477941.0,2019020839_208,REGULAR,,,,,8475789.0,,2020-02-08 01:39:01,wrist,False,False,False
J. Silfverberg,RW,20.5182845286832,R,75.0,-15.0,False,ANA,Missed Shot,2,68.0,2019020839,8475164.0,2019020839_212,REGULAR,wide of net,,,,,,2020-02-08 01:40:10,,True,False,False
J. Silfverberg,RW,27.29468812791236,R,62.0,-4.0,False,ANA,Missed Shot,2,46.0,2019020839,8475164.0,2019020839_214,REGULAR,wide of net,,,,,,2020-02-08 01:40:33,,True,False,False
K. Clifford,LW,26.0,L,79.0,-24.0,False,TOR,Shot,2,22.0,2019020839,8475160.0,2019020839_217,REGULAR,,,,,8468011.0,,2020-02-08 01:41:31,snap,False,False,False
J. Spezza,C,14.142135623730953,R,75.0,2.0,False,TOR,Shot,2,20.0,2019020839,8469455.0,2019020839_218,REGULAR,,,,,8468011.0,,2020-02-08 01:41:37,wrist,False,False,False
N. Deslauriers,LW,15.524174696260024,L,74.0,4.0,False,ANA,Shot,3,1166.0,2019020839,8475235.0,2019020839_225,REGULAR,,,,,8475789.0,,2020-02-08 02:01:04,tip-in,False,False,False
J. Manson,D,70.49113419430843,R,29.0,37.0,False,ANA,Shot,3,1100.0,2019020839,8476312.0,2019020839_229,REGULAR,,,,,8475789.0,,2020-02-08 02:02:41,wrist,False,False,False
O. Kase,RW,30.52867504494749,R,63.0,-16.0,False,ANA,Shot,3,1074.0,2019020839,8478131.0,2019020839_231,REGULAR,,,,,8475789.0,,2020-02-08 02:03:08,wrist,False,False,False
O. Kase,RW,61.05735008989499,R,37.0,32.0,False,ANA,Shot,3,1071.0,2019020839,8478131.0,2019020839_233,REGULAR,,,,,8475789.0,,2020-02-08 02:03:11,slap,False,False,False
D. Grant,C,23.600847442411894,L,75.0,19.0,False,ANA,Shot,3,984.0,2019020839,8474683.0,2019020839_239,REGULAR,,,,,8475789.0,,2020-02-08 02:04:38,wrist,False,False,False
J. Tavares,C,35.77708763999664,L,57.0,16.0,False,TOR,Missed Shot,3,963.0,2019020839,8475166.0,2019020839_240,REGULAR,wide of net,,,,,,2020-02-08 02:04:59,,True,False,False
A. Matthews,C,26.419689627245813,L,66.0,13.0,False,TOR,Missed Shot,3,952.0,2019020839,8479318.0,2019020839_243,REGULAR,goalpost,,,,,,2020-02-08 02:05:42,,True,False,False
J. Muzzin,D,63.324560795950255,L,30.0,23.0,False,TOR,Shot,3,929.0,2019020839,8474162.0,2019020839_245,REGULAR,,,,,8468011.0,,2020-02-08 02:06:05,slap,False,False,False
T. Terry,RW,44.40720662234904,R,63.0,-36.0,False,ANA,Shot,3,891.0,2019020839,8478873.0,2019020839_248,REGULAR,,,,,8475789.0,,2020-02-08 02:07:17,wrist,False,False,False
H. Lindholm,D,112.36102527122117,L,-19.0,31.0,False,ANA,Shot,3,865.0,2019020839,8476854.0,2019020839_250,REGULAR,,,,,8475789.0,,2020-02-08 02:07:43,backhand,False,False,False
P. Engvall,LW,19.6468827043885,L,70.0,5.0,False,TOR,Shot,3,810.0,2019020839,8478115.0,2019020839_253,REGULAR,,,,,8468011.0,,2020-02-08 02:08:38,wrist,False,False,False
M. Jones,LW,10.0,L,79.0,0.0,True,ANA,Goal,3,686.0,2019020839,8479368.0,2019020839_262,REGULAR,,8477240.0,,,8475789.0,8479368.0,2020-02-08 02:13:01,backhand,False,False,False
N. Ritchie,LW,61.91122676865643,L,36.0,32.0,False,ANA,Missed Shot,3,657.0,2019020839,8477941.0,2019020839_268,REGULAR,wide of net,,,,,,2020-02-08 02:15:34,,True,False,False
J. Larsson,D,65.0,L,37.0,39.0,False,ANA,Shot,3,583.0,2019020839,8478491.0,2019020839_275,REGULAR,,,,,8475789.0,,2020-02-08 02:19:04,wrist,False,False,False
J. Holl,D,63.24555320336759,R,37.0,-36.0,False,TOR,Missed Shot,3,513.0,2019020839,8475718.0,2019020839_277,REGULAR,wide of net,,,,,,2020-02-08 02:20:13,,True,False,False
O. Kase,RW,20.024984394500787,R,69.0,1.0,False,ANA,Shot,3,435.0,2019020839,8478131.0,2019020839_284,REGULAR,,,,,8475789.0,,2020-02-08 02:22:55,wrist,False,False,False
A. Henrique,C,9.486832980505138,L,86.0,9.0,True,ANA,Goal,3,433.0,2019020839,8474641.0,2019020839_285,REGULAR,,8478131.0,8478873.0,,8475789.0,8474641.0,2020-02-08 02:23:01,tip-in,False,False,False
S. Steel,C,26.90724809414742,L,71.0,-20.0,False,ANA,Shot,3,394.0,2019020839,8479351.0,2019020839_289,REGULAR,,,,,8475789.0,,2020-02-08 02:24:44,deflected,False,False,False
S. Steel,C,18.24828759089466,L,92.0,-18.0,False,ANA,Shot,3,360.0,2019020839,8479351.0,2019020839_292,REGULAR,,,,,8475789.0,,2020-02-08 02:25:18,wrist,False,False,False
J. Muzzin,D,63.97655820689325,L,31.0,27.0,False,TOR,Missed Shot,3,319.0,2019020839,8474162.0,2019020839_295,REGULAR,wide of net,,,,,,2020-02-08 02:26:27,,True,False,False
J. Manson,D,58.85575587824864,R,31.0,-10.0,False,ANA,Missed Shot,3,255.0,2019020839,8476312.0,2019020839_303,REGULAR,wide of net,,,,,,2020-02-08 02:29:49,,True,False,False
J. Spezza,C,22.36067977499789,R,79.0,-20.0,True,TOR,Goal,3,207.0,2019020839,8469455.0,2019020839_308,REGULAR,,8477953.0,8474162.0,,8468011.0,8469455.0,2020-02-08 02:31:39,wrist,False,False,False
S. Steel,C,11.40175425099138,L,80.0,-7.0,False,ANA,Missed Shot,3,162.0,2019020839,8479351.0,2019020839_311,REGULAR,wide of net,,,,,,2020-02-08 02:33:30,,True,False,False
A. Matthews,C,23.40939982143925,L,67.0,-8.0,False,TOR,Missed Shot,3,120.0,2019020839,8479318.0,2019020839_314,REGULAR,wide of net,,,,,,2020-02-08 02:34:12,,True,False,False
C. Fowler,D,58.85575587824864,L,31.0,10.0,False,ANA,Shot,3,58.0,2019020839,8475764.0,2019020839_319,REGULAR,,,,,8475789.0,,2020-02-08 02:37:11,wrist,False,False,False
D. Grant,C,5.385164807134504,L,84.0,-2.0,True,ANA,Goal,3,58.0,2019020839,8474683.0,2019020839_320,REGULAR,,8475764.0,8470612.0,,8475789.0,8474683.0,2020-02-08 02:37:16,wrist,False,False,False
J. Muzzin,D,62.5859409132754,L,28.0,14.0,False,TOR,Shot,3,1.0,2019020839,8474162.0,2019020839_324,REGULAR,,,,,8468011.0,,2020-02-08 02:39:22,slap,False,False,False
J. Tavares,C,25.55386467836128,L,76.0,-22.0,False,TOR,Shot,4,260.0,2019020839,8475166.0,2019020839_330,OVERTIME,,,,,8468011.0,,2020-02-08 02:42:22,wrist,False,False,False
J. Holl,D,47.4236228055175,R,46.0,20.0,False,TOR,Shot,4,250.0,2019020839,8475718.0,2019020839_332,OVERTIME,,,,,8468011.0,,2020-02-08 02:42:32,wrist,False,False,False
A. Matthews,C,27.459060435491963,L,66.0,15.0,False,TOR,Shot,4,15.0,2019020839,8479318.0,2019020839_345,OVERTIME,,,,,8468011.0,,2020-02-08 02:48:59,wrist,False,False,False
J. Tavares,C,7.615773105863909,L,82.0,3.0,True,TOR,Goal,4,7.0,2019020839,8475166.0,2019020839_346,OVERTIME,,8478483.0,8479318.0,,8468011.0,8475166.0,2020-02-08 02:49:06,tip-in,False,False,True
R. Panik,RW,51.31276644267,L,46.0,28.0,False,WSH,Shot,1,1181.0,2019020862,8475209.0,2019020862_5,REGULAR,,,,,8471306.0,,2020-02-11 00:09:17,wrist,False,False,False
R. Pulock,D,54.20332093147061,R,42.0,-27.0,False,NYI,Shot,1,1119.0,2019020862,8477506.0,2019020862_13,REGULAR,,,,,8478492.0,,2020-02-11 00:11:26,slap,False,False,False
J. Siegenthaler,D,6.4031242374328485,L,85.0,5.0,False,WSH,Shot,1,1072.0,2019020862,8478399.0,2019020862_14,REGULAR,,,,,8471306.0,,2020-02-11 00:12:14,backhand,False,False,False
A. Beauvillier,C,18.027756377319943,L,74.0,-10.0,True,NYI,Goal,1,990.0,2019020862,8478463.0,2019020862_23,REGULAR,,8474573.0,8475754.0,,8478492.0,8478463.0,2020-02-11 00:14:30,snap,False,False,False
R. Panik,RW,30.479501308256346,L,69.0,-23.0,False,WSH,Shot,1,923.0,2019020862,8475209.0,2019020862_29,REGULAR,,,,,8471306.0,,2020-02-11 00:16:49,snap,False,False,False
J. Bailey,RW,22.0,L,67.0,0.0,False,NYI,Shot,1,828.0,2019020862,8474573.0,2019020862_34,REGULAR,,,,,8478492.0,,2020-02-11 00:18:23,wrist,False,False,False
B. Nelson,C,13.038404810405298,L,76.0,1.0,False,NYI,Shot,1,826.0,2019020862,8475754.0,2019020862_35,REGULAR,,,,,8478492.0,,2020-02-11 00:18:31,tip-in,False,False,False
A. Beauvillier,C,12.16552506059644,L,77.0,2.0,True,NYI,Goal,1,824.0,2019020862,8478463.0,2019020862_36,REGULAR,,8475754.0,8474573.0,,8478492.0,8478463.0,2020-02-11 00:18:51,wrist,False,False,False
M. Fehervary,D,49.04079934095692,L,51.0,-31.0,False,WSH,Shot,1,743.0,2019020862,8480796.0,2019020862_41,REGULAR,,,,,8471306.0,,2020-02-11 00:20:38,snap,False,False,False
L. Eller,C,53.150729063673246,L,36.0,-4.0,False,WSH,Missed Shot,1,730.0,2019020862,8474189.0,2019020862_42,REGULAR,wide of net,,,,,,2020-02-11 00:20:51,,True,False,False
