player_id,game_id,shots,goals,fo,fo_wins,takeaways,giveaways,name,team,pos
8477956,2019020162,3,1,0,0,1.0,3.0,D. Pastrnak,BOS,RW
8470655,2019020179,3,0,0,0,0.0,0.0,D. Backes,BOS,RW
8475780,2019020179,3,1,2,1,0.0,0.0,C. Wagner,BOS,RW
8476439,2019020179,1,0,0,0,0.0,0.0,B. Ritchie,BOS,RW
8476624,2019020179,0,0,8,3,1.0,1.0,B. Goodrow,SJS,RW
8477956,2019020179,3,1,0,0,2.0,1.0,D. Pastrnak,BOS,RW
8478414,2019020179,4,0,2,0,1.0,0.0,T. Meier,SJS,RW
8475163,2019020184,0,0,1,0,0.0,0.0,A. Chiasson,EDM,RW
8475178,2019020184,2,0,0,0,0.0,0.0,Z. Kassian,EDM,RW
8477511,2019020184,2,0,0,0,1.0,2.0,A. Mantha,DET,RW
8479466,2019020184,1,0,1,0,0.0,0.0,P. Russell,EDM,RW
8474141,2019020185,2,0,0,0,1.0,0.0,P. Kane,CHI,RW
8475225,2019020185,5,0,1,0,1.0,0.0,C. Smith,NSH,RW
8475798,2019020185,7,0,0,0,0.0,3.0,M. Granlund,NSH,RW
8476381,2019020185,0,0,8,4,0.0,0.0,A. Shaw,CHI,RW
8476447,2019020185,1,0,0,0,0.0,0.0,M. Salomaki,NSH,RW
8479337,2019020185,2,0,2,1,1.0,1.0,A. DeBrincat,CHI,RW
8479423,2019020185,0,0,2,1,0.0,0.0,A. Nylander,CHI,RW
8473546,2019020192,0,0,0,0,1.0,1.0,M. Grabner,ARI,RW
8473548,2019020192,2,0,2,1,0.0,2.0,P. Kessel,ARI,RW
8475848,2019020192,4,1,0,0,0.0,1.0,B. Gallagher,MTL,RW
8476469,2019020192,2,0,0,0,0.0,0.0,J. Armia,MTL,RW
8478432,2019020192,2,0,0,0,0.0,0.0,C. Fischer,ARI,RW
8478856,2019020192,6,0,0,0,0.0,0.0,C. Garland,ARI,RW
8469454,2019020193,0,0,1,0,0.0,1.0,I. Kovalchuk,LAK,RW
8470606,2019020193,1,0,0,0,1.0,0.0,D. Brown,LAK,RW
8477937,2019020193,3,0,0,0,0.0,0.0,J. Virtanen,VAN,RW
8478444,2019020193,7,3,0,0,0.0,0.0,B. Boeser,VAN,RW
8479336,2019020193,1,0,0,0,0.0,1.0,C. Grundstrom,LAK,RW
8473504,2019020197,1,0,1,1,0.0,1.0,C. Clutterbuck,NYI,RW
8474573,2019020197,1,1,7,3,0.0,0.0,J. Bailey,NYI,RW
8476453,2019020197,2,0,0,0,0.0,0.0,N. Kucherov,TBL,RW
8478472,2019020197,2,0,2,1,1.0,1.0,M. Joseph,TBL,RW
8480186,2019020197,1,0,2,1,0.0,2.0,A. Volkov,TBL,RW
8480789,2019020197,0,0,0,0,0.0,1.0,O. Wahlstrom,NYI,RW
8475225,2019020222,0,0,3,1,0.0,0.0,C. Smith,NSH,RW
8475798,2019020222,2,0,0,0,0.0,0.0,M. Granlund,NSH,RW
8477511,2019020222,2,0,1,0,0.0,2.0,A. Mantha,DET,RW
8469454,2019020228,2,0,1,0,0.0,0.0,I. Kovalchuk,LAK,RW
8477953,2019020228,0,0,0,0,1.0,1.0,K. Kapanen,TOR,RW
8479336,2019020228,2,0,0,0,0.0,0.0,C. Grundstrom,LAK,RW
8481624,2019020228,2,0,0,0,2.0,1.0,I. Mikheyev,TOR,RW
8469454,2019020242,1,0,0,0,0.0,0.0,I. Kovalchuk,LAK,RW
8470606,2019020242,4,1,2,1,0.0,2.0,D. Brown,LAK,RW
8477015,2019020242,3,0,0,0,1.0,2.0,C. Brown,OTT,RW
8480247,2019020242,2,0,0,0,0.0,0.0,J. Davidsson,OTT,RW
8473504,2019020252,4,0,0,0,2.0,0.0,C. Clutterbuck,NYI,RW
8474149,2019020252,1,0,0,0,0.0,0.0,E. Dadonov,FLA,RW
8474573,2019020252,2,0,7,4,3.0,2.0,J. Bailey,NYI,RW
8475792,2019020252,2,0,1,0,0.0,0.0,B. Connolly,FLA,RW
8474190,2019020265,2,1,0,0,0.0,1.0,W. Simmonds,NJD,RW
8475151,2019020265,3,0,0,0,0.0,0.0,K. Palmieri,NJD,RW
8477937,2019020265,0,0,0,0,1.0,0.0,J. Virtanen,VAN,RW
8478444,2019020265,3,1,0,0,0.0,1.0,B. Boeser,VAN,RW
8475780,2019020267,1,0,5,3,0.0,0.0,C. Wagner,BOS,RW
8477956,2019020267,4,0,0,0,1.0,3.0,D. Pastrnak,BOS,RW
8478485,2019020267,0,0,1,1,0.0,0.0,Z. Senyshyn,BOS,RW
8475855,2019020287,1,0,0,0,0.0,0.0,J. Fast,NYR,RW
8476453,2019020287,3,1,0,0,1.0,0.0,N. Kucherov,TBL,RW
8477402,2019020287,2,0,1,1,1.0,0.0,P. Buchnevich,NYR,RW
8478472,2019020287,1,0,0,0,0.0,0.0,M. Joseph,TBL,RW
8470621,2019020291,3,0,0,0,1.0,0.0,C. Perry,DAL,RW
8471228,2019020291,2,1,0,0,0.0,0.0,A. Radulov,DAL,RW
8477937,2019020291,4,1,0,0,0.0,2.0,J. Virtanen,VAN,RW
8478444,2019020291,3,0,2,0,0.0,0.0,B. Boeser,VAN,RW
8478495,2019020291,1,0,0,0,0.0,0.0,D. Gurianov,DAL,RW
8479381,2019020291,0,0,2,1,0.0,0.0,N. Caamano,DAL,RW
8474679,2019020297,1,0,1,1,0.0,0.0,G. Nyquist,CBJ,RW
8474715,2019020297,2,0,0,0,3.0,0.0,C. Atkinson,CBJ,RW
8476981,2019020297,4,0,0,0,1.0,1.0,J. Anderson,CBJ,RW
8477416,2019020297,1,0,0,0,0.0,0.0,O. Bjorkstrand,CBJ,RW
8476624,2019020313,1,0,4,1,0.0,1.0,B. Goodrow,SJS,RW
8476822,2019020313,3,0,15,8,1.0,1.0,L. Glendening,DET,RW
8477511,2019020313,2,0,0,0,0.0,0.0,A. Mantha,DET,RW
8478099,2019020313,6,1,0,0,1.0,0.0,K. Labanc,SJS,RW
8478414,2019020313,1,0,0,0,1.0,0.0,T. Meier,SJS,RW
8474149,2019020319,7,0,0,0,0.0,0.0,E. Dadonov,FLA,RW
8474161,2019020319,1,0,1,0,1.0,0.0,J. Voracek,PHI,RW
8475792,2019020319,1,1,0,0,0.0,1.0,B. Connolly,FLA,RW
8473504,2019020321,1,0,0,0,0.0,0.0,C. Clutterbuck,NYI,RW
8474573,2019020321,2,1,4,2,2.0,2.0,J. Bailey,NYI,RW
8475810,2019020321,5,1,0,0,0.0,0.0,B. Rust,PIT,RW
8471887,2019020368,2,0,0,0,0.0,0.0,P. Hornqvist,PIT,RW
8473564,2019020368,1,0,0,0,0.0,0.0,M. Frolik,CGY,RW
8475810,2019020368,5,0,0,0,0.0,0.0,B. Rust,PIT,RW
8474190,2019020375,2,0,1,1,0.0,0.0,W. Simmonds,NJD,RW
8475151,2019020375,3,1,0,0,1.0,0.0,K. Palmieri,NJD,RW
8475692,2019020375,1,0,0,0,1.0,0.0,M. Zuccarello,MIN,RW
8477401,2019020375,1,0,0,0,0.0,0.0,J. Hayden,NJD,RW
8477451,2019020375,3,0,6,4,0.0,0.0,R. Hartman,MIN,RW
